,Restaurant_id,name,urls,ratings,price for one,cuisine,delivery_reviews_Count,restaurant_address,Latitude,Longtitude
562,R128,Biggies Burger,https://www.zomato.com/bangalore/biggies-burger-church-street-bangalore/order,4.1,150,Burger,1605,"Church Street, Bangalore",12.97543605,77.60325205
563,R128,Biggies Burger,https://www.zomato.com/bangalore/biggies-burger-church-street-bangalore/order,4.1,150, Wraps,1605,"Church Street, Bangalore",12.97543605,77.60325205
564,R128,Biggies Burger,https://www.zomato.com/bangalore/biggies-burger-church-street-bangalore/order,4.1,150, Fast Food,1605,"Church Street, Bangalore",12.97543605,77.60325205
565,R128,Biggies Burger,https://www.zomato.com/bangalore/biggies-burger-church-street-bangalore/order,4.1,150, Shake,1605,"Church Street, Bangalore",12.97543605,77.60325205
566,R128,Biggies Burger,https://www.zomato.com/bangalore/biggies-burger-church-street-bangalore/order,4.1,150, Beverages,1605,"Church Street, Bangalore",12.97543605,77.60325205
567,R128,Biggies Burger,https://www.zomato.com/bangalore/biggies-burger-church-street-bangalore/order,4.1,150, Desserts,1605,"Church Street, Bangalore",12.97543605,77.60325205
568,R129,Sagar Hotel,https://www.zomato.com/bangalore/sagar-hotel-rajajinagar/order,4.2,150,North Indian,10700,"Rajajinagar, Bangalore",12.99672815,77.55417634
569,R129,Sagar Hotel,https://www.zomato.com/bangalore/sagar-hotel-rajajinagar/order,4.2,150, Chinese,10700,"Rajajinagar, Bangalore",12.99672815,77.55417634
570,R129,Sagar Hotel,https://www.zomato.com/bangalore/sagar-hotel-rajajinagar/order,4.2,150, Street Food,10700,"Rajajinagar, Bangalore",12.99672815,77.55417634
571,R129,Sagar Hotel,https://www.zomato.com/bangalore/sagar-hotel-rajajinagar/order,4.2,150, Fast Food,10700,"Rajajinagar, Bangalore",12.99672815,77.55417634
572,R129,Sagar Hotel,https://www.zomato.com/bangalore/sagar-hotel-rajajinagar/order,4.2,150, South Indian,10700,"Rajajinagar, Bangalore",12.99672815,77.55417634
573,R129,Sagar Hotel,https://www.zomato.com/bangalore/sagar-hotel-rajajinagar/order,4.2,150, Juices,10700,"Rajajinagar, Bangalore",12.99672815,77.55417634
574,R129,Sagar Hotel,https://www.zomato.com/bangalore/sagar-hotel-rajajinagar/order,4.2,150, Beverages,10700,"Rajajinagar, Bangalore",12.99672815,77.55417634
575,R130,Chowman,https://www.zomato.com/bangalore/chowman-indiranagar-bangalore/order,4.0,150,Chinese,4254,"Indiranagar, Bangalore",12.978673,77.636602
576,R130,Chowman,https://www.zomato.com/bangalore/chowman-indiranagar-bangalore/order,4.0,150, Asian,4254,"Indiranagar, Bangalore",12.978673,77.636602
577,R130,Chowman,https://www.zomato.com/bangalore/chowman-indiranagar-bangalore/order,4.0,150, Thai,4254,"Indiranagar, Bangalore",12.978673,77.636602
578,R130,Chowman,https://www.zomato.com/bangalore/chowman-indiranagar-bangalore/order,4.0,150, Oriental,4254,"Indiranagar, Bangalore",12.978673,77.636602
579,R130,Chowman,https://www.zomato.com/bangalore/chowman-indiranagar-bangalore/order,4.0,150, Seafood,4254,"Indiranagar, Bangalore",12.978673,77.636602
580,R130,Chowman,https://www.zomato.com/bangalore/chowman-indiranagar-bangalore/order,4.0,150, Sichuan,4254,"Indiranagar, Bangalore",12.978673,77.636602
581,R130,Chowman,https://www.zomato.com/bangalore/chowman-indiranagar-bangalore/order,4.0,150, Beverages,4254,"Indiranagar, Bangalore",12.978673,77.636602
582,R130,Chowman,https://www.zomato.com/bangalore/chowman-indiranagar-bangalore/order,4.0,150, Desserts,4254,"Indiranagar, Bangalore",12.978673,77.636602
583,R131,New Udupi Grand,https://www.zomato.com/bangalore/new-udupi-grand-1-koramangala-8th-block-bangalore/order,3.7,150,South Indian,927,"Koramangala 8th Block, Bangalore",12.94368121,77.60696221
584,R131,New Udupi Grand,https://www.zomato.com/bangalore/new-udupi-grand-1-koramangala-8th-block-bangalore/order,3.7,150, North Indian,927,"Koramangala 8th Block, Bangalore",12.94368121,77.60696221
585,R131,New Udupi Grand,https://www.zomato.com/bangalore/new-udupi-grand-1-koramangala-8th-block-bangalore/order,3.7,150, Street Food,927,"Koramangala 8th Block, Bangalore",12.94368121,77.60696221
586,R131,New Udupi Grand,https://www.zomato.com/bangalore/new-udupi-grand-1-koramangala-8th-block-bangalore/order,3.7,150, Beverages,927,"Koramangala 8th Block, Bangalore",12.94368121,77.60696221
587,R131,New Udupi Grand,https://www.zomato.com/bangalore/new-udupi-grand-1-koramangala-8th-block-bangalore/order,3.7,150, Chinese,927,"Koramangala 8th Block, Bangalore",12.94368121,77.60696221
588,R131,New Udupi Grand,https://www.zomato.com/bangalore/new-udupi-grand-1-koramangala-8th-block-bangalore/order,3.7,150, Shake,927,"Koramangala 8th Block, Bangalore",12.94368121,77.60696221
589,R132,Biryani Trip - Destination Hyderabad,https://www.zomato.com/bangalore/biryani-trip-destination-hyderabad-seshadripuram-bangalore/order,4.4,150,Biryani,188,"Seshadripuram, Bangalore",12.98681,77.579384
590,R132,Biryani Trip - Destination Hyderabad,https://www.zomato.com/bangalore/biryani-trip-destination-hyderabad-seshadripuram-bangalore/order,4.4,150, South Indian,188,"Seshadripuram, Bangalore",12.98681,77.579384
591,R132,Biryani Trip - Destination Hyderabad,https://www.zomato.com/bangalore/biryani-trip-destination-hyderabad-seshadripuram-bangalore/order,4.4,150, Mughlai,188,"Seshadripuram, Bangalore",12.98681,77.579384
592,R132,Biryani Trip - Destination Hyderabad,https://www.zomato.com/bangalore/biryani-trip-destination-hyderabad-seshadripuram-bangalore/order,4.4,150, Andhra,188,"Seshadripuram, Bangalore",12.98681,77.579384
593,R132,Biryani Trip - Destination Hyderabad,https://www.zomato.com/bangalore/biryani-trip-destination-hyderabad-seshadripuram-bangalore/order,4.4,150, Desserts,188,"Seshadripuram, Bangalore",12.98681,77.579384
594,R132,Biryani Trip - Destination Hyderabad,https://www.zomato.com/bangalore/biryani-trip-destination-hyderabad-seshadripuram-bangalore/order,4.4,150, Hyderabadi,188,"Seshadripuram, Bangalore",12.98681,77.579384
595,R133,Savoury Restaurant,https://www.zomato.com/bangalore/savoury-restaurant-1-frazer-town/order,4.1,150,Arabian,5858,"Frazer Town, Bangalore",12.99958665,77.61595398
596,R133,Savoury Restaurant,https://www.zomato.com/bangalore/savoury-restaurant-1-frazer-town/order,4.1,150, Mughlai,5858,"Frazer Town, Bangalore",12.99958665,77.61595398
597,R133,Savoury Restaurant,https://www.zomato.com/bangalore/savoury-restaurant-1-frazer-town/order,4.1,150, North Indian,5858,"Frazer Town, Bangalore",12.99958665,77.61595398
598,R133,Savoury Restaurant,https://www.zomato.com/bangalore/savoury-restaurant-1-frazer-town/order,4.1,150, Chinese,5858,"Frazer Town, Bangalore",12.99958665,77.61595398
599,R133,Savoury Restaurant,https://www.zomato.com/bangalore/savoury-restaurant-1-frazer-town/order,4.1,150, Fast Food,5858,"Frazer Town, Bangalore",12.99958665,77.61595398
600,R133,Savoury Restaurant,https://www.zomato.com/bangalore/savoury-restaurant-1-frazer-town/order,4.1,150, Beverages,5858,"Frazer Town, Bangalore",12.99958665,77.61595398
601,R133,Savoury Restaurant,https://www.zomato.com/bangalore/savoury-restaurant-1-frazer-town/order,4.1,150, Shake,5858,"Frazer Town, Bangalore",12.99958665,77.61595398
602,R133,Savoury Restaurant,https://www.zomato.com/bangalore/savoury-restaurant-1-frazer-town/order,4.1,150, Desserts,5858,"Frazer Town, Bangalore",12.99958665,77.61595398
603,R134,T’s 21 Spice Biryani,https://www.zomato.com/bangalore/ts-21-spice-biryani-indiranagar-bangalore/order,4.0,150,Biryani,2124,"Indiranagar, Bangalore",12.967422,77.636655
604,R134,T’s 21 Spice Biryani,https://www.zomato.com/bangalore/ts-21-spice-biryani-indiranagar-bangalore/order,4.0,150, South Indian,2124,"Indiranagar, Bangalore",12.967422,77.636655
605,R135,Pizza House,https://www.zomato.com/bangalore/pizza-house-1-rt-nagar-bangalore/order,4.1,150,Pizza,613,"RT Nagar, Bangalore",13.0230769,77.6102089
606,R135,Pizza House,https://www.zomato.com/bangalore/pizza-house-1-rt-nagar-bangalore/order,4.1,150, Fast Food,613,"RT Nagar, Bangalore",13.0230769,77.6102089
607,R135,Pizza House,https://www.zomato.com/bangalore/pizza-house-1-rt-nagar-bangalore/order,4.1,150, Burger,613,"RT Nagar, Bangalore",13.0230769,77.6102089
608,R136,Namaste,https://www.zomato.com/bangalore/namaste-malleshwaram-bangalore/order,3.6,150,South Indian,63,"Malleshwaram, Bangalore",12.995828,77.571495
609,R136,Namaste,https://www.zomato.com/bangalore/namaste-malleshwaram-bangalore/order,3.6,150, Beverages,63,"Malleshwaram, Bangalore",12.995828,77.571495
610,R137,Just Bake,https://www.zomato.com/bangalore/just-bake-seshadripuram/order,3.9,150,Bakery,145,"Seshadripuram, Bangalore",12.98850726,77.57725105
611,R137,Just Bake,https://www.zomato.com/bangalore/just-bake-seshadripuram/order,3.9,150, Desserts,145,"Seshadripuram, Bangalore",12.98850726,77.57725105
612,R137,Just Bake,https://www.zomato.com/bangalore/just-bake-seshadripuram/order,3.9,150, Street Food,145,"Seshadripuram, Bangalore",12.98850726,77.57725105
613,R138,Chef Bakers,https://www.zomato.com/bangalore/chef-bakers-koramangala-7th-block-bangalore/order,3.6,150,Bakery,99,"Koramangala 7th Block, Bangalore",12.93598956,77.61497095
614,R138,Chef Bakers,https://www.zomato.com/bangalore/chef-bakers-koramangala-7th-block-bangalore/order,3.6,150, Fast Food,99,"Koramangala 7th Block, Bangalore",12.93598956,77.61497095
615,R138,Chef Bakers,https://www.zomato.com/bangalore/chef-bakers-koramangala-7th-block-bangalore/order,3.6,150, Pizza,99,"Koramangala 7th Block, Bangalore",12.93598956,77.61497095
616,R138,Chef Bakers,https://www.zomato.com/bangalore/chef-bakers-koramangala-7th-block-bangalore/order,3.6,150, Sandwich,99,"Koramangala 7th Block, Bangalore",12.93598956,77.61497095
617,R138,Chef Bakers,https://www.zomato.com/bangalore/chef-bakers-koramangala-7th-block-bangalore/order,3.6,150, Burger,99,"Koramangala 7th Block, Bangalore",12.93598956,77.61497095
618,R138,Chef Bakers,https://www.zomato.com/bangalore/chef-bakers-koramangala-7th-block-bangalore/order,3.6,150, Desserts,99,"Koramangala 7th Block, Bangalore",12.93598956,77.61497095
619,R139,Meghduth Biryanis,https://www.zomato.com/bangalore/meghduth-biryanis-jayanagar-bangalore/order,3.6,150,Biryani,2242,"Jayanagar, Bangalore",12.93017206,77.58167937
620,R139,Meghduth Biryanis,https://www.zomato.com/bangalore/meghduth-biryanis-jayanagar-bangalore/order,3.6,150, South Indian,2242,"Jayanagar, Bangalore",12.93017206,77.58167937
621,R140,Sardarji Londonwaley,https://www.zomato.com/bangalore/sardarji-londonwaley-koramangala-7th-block-bangalore/order,3.7,150,North Indian,35800,"Koramangala 7th Block, Bangalore",12.93621961,77.61553992
622,R140,Sardarji Londonwaley,https://www.zomato.com/bangalore/sardarji-londonwaley-koramangala-7th-block-bangalore/order,3.7,150, Chinese,35800,"Koramangala 7th Block, Bangalore",12.93621961,77.61553992
623,R140,Sardarji Londonwaley,https://www.zomato.com/bangalore/sardarji-londonwaley-koramangala-7th-block-bangalore/order,3.7,150, Mughlai,35800,"Koramangala 7th Block, Bangalore",12.93621961,77.61553992
624,R141,IDC Kitchen,https://www.zomato.com/bangalore/idc-kitchen-residency-road-bangalore/order,4.2,100,South Indian,3063,"Residency Road, Bangalore",12.96593989,77.59453185
625,R141,IDC Kitchen,https://www.zomato.com/bangalore/idc-kitchen-residency-road-bangalore/order,4.2,100, Beverages,3063,"Residency Road, Bangalore",12.96593989,77.59453185
626,R142,Punjabi Nawabi,https://www.zomato.com/bangalore/punjabi-nawabi-koramangala-7th-block-bangalore/order,3.6,100,North Indian,27900,"Koramangala 7th Block, Bangalore",12.936308,77.615532
627,R142,Punjabi Nawabi,https://www.zomato.com/bangalore/punjabi-nawabi-koramangala-7th-block-bangalore/order,3.6,100, Biryani,27900,"Koramangala 7th Block, Bangalore",12.936308,77.615532
628,R142,Punjabi Nawabi,https://www.zomato.com/bangalore/punjabi-nawabi-koramangala-7th-block-bangalore/order,3.6,100, Mughlai,27900,"Koramangala 7th Block, Bangalore",12.936308,77.615532
629,R142,Punjabi Nawabi,https://www.zomato.com/bangalore/punjabi-nawabi-koramangala-7th-block-bangalore/order,3.6,100, Chinese,27900,"Koramangala 7th Block, Bangalore",12.936308,77.615532
630,R142,Punjabi Nawabi,https://www.zomato.com/bangalore/punjabi-nawabi-koramangala-7th-block-bangalore/order,3.6,100, Kebab,27900,"Koramangala 7th Block, Bangalore",12.936308,77.615532
631,R143,Kabab King,https://www.zomato.com/bangalore/kabab-king-kumaraswamy-layout-bangalore/order,3.4,100,North Indian,6822,"Kumaraswamy Layout, Bangalore",12.9168721,77.5688401
632,R143,Kabab King,https://www.zomato.com/bangalore/kabab-king-kumaraswamy-layout-bangalore/order,3.4,100, Chinese,6822,"Kumaraswamy Layout, Bangalore",12.9168721,77.5688401
633,R143,Kabab King,https://www.zomato.com/bangalore/kabab-king-kumaraswamy-layout-bangalore/order,3.4,100, Juices,6822,"Kumaraswamy Layout, Bangalore",12.9168721,77.5688401
634,R143,Kabab King,https://www.zomato.com/bangalore/kabab-king-kumaraswamy-layout-bangalore/order,3.4,100, Shake,6822,"Kumaraswamy Layout, Bangalore",12.9168721,77.5688401
635,R144,Arabian Shawarma,https://www.zomato.com/bangalore/arabian-shawarma-1-kammanahalli-bangalore/order,3.9,100,Shawarma,38,"Kammanahalli, Bangalore",13.0156603,77.6396949
636,R144,Arabian Shawarma,https://www.zomato.com/bangalore/arabian-shawarma-1-kammanahalli-bangalore/order,3.9,100, Fast Food,38,"Kammanahalli, Bangalore",13.0156603,77.6396949
637,R144,Arabian Shawarma,https://www.zomato.com/bangalore/arabian-shawarma-1-kammanahalli-bangalore/order,3.9,100, Beverages,38,"Kammanahalli, Bangalore",13.0156603,77.6396949
638,R145,Szechuan Dragon,https://www.zomato.com/bangalore/szechuan-dragon-banashankari/order,4.1,100,Chinese,34300,"Banashankari, Bangalore",12.94016332,77.56424233
639,R145,Szechuan Dragon,https://www.zomato.com/bangalore/szechuan-dragon-banashankari/order,4.1,100, Asian,34300,"Banashankari, Bangalore",12.94016332,77.56424233
640,R145,Szechuan Dragon,https://www.zomato.com/bangalore/szechuan-dragon-banashankari/order,4.1,100, Thai,34300,"Banashankari, Bangalore",12.94016332,77.56424233
641,R145,Szechuan Dragon,https://www.zomato.com/bangalore/szechuan-dragon-banashankari/order,4.1,100, Momos,34300,"Banashankari, Bangalore",12.94016332,77.56424233
642,R146,Momoz,https://www.zomato.com/bangalore/momoz-rt-nagar-bangalore/order,4.0,100,Chinese,2039,"RT Nagar, Bangalore",13.0212899,77.58484874
643,R146,Momoz,https://www.zomato.com/bangalore/momoz-rt-nagar-bangalore/order,4.0,100, Momos,2039,"RT Nagar, Bangalore",13.0212899,77.58484874
644,R146,Momoz,https://www.zomato.com/bangalore/momoz-rt-nagar-bangalore/order,4.0,100, Sichuan,2039,"RT Nagar, Bangalore",13.0212899,77.58484874
645,R147,GOPIZZA,https://www.zomato.com/bangalore/gopizza-2-banaswadi-bangalore/order,4.2,100,Pizza,120,"Orion East, Banaswadi, Bangalore",13.0009569,77.6325712
646,R147,GOPIZZA,https://www.zomato.com/bangalore/gopizza-2-banaswadi-bangalore/order,4.2,100, Fast Food,120,"Orion East, Banaswadi, Bangalore",13.0009569,77.6325712
647,R148,LunchBox - Meals and Thalis,https://www.zomato.com/bangalore/lunchbox-meals-and-thalis-shanti-nagar-bangalore/order,4.0,100,North Indian,219,"Shanti Nagar, Bangalore",12.96187503,77.59434946
648,R149,Donne Biryani Mane,https://www.zomato.com/bangalore/donne-biryani-mane-koramangala-4th-block-bangalore/order,4.0,100,Biryani,895,"Koramangala 4th Block, Bangalore",12.93687673,77.62767591
649,R149,Donne Biryani Mane,https://www.zomato.com/bangalore/donne-biryani-mane-koramangala-4th-block-bangalore/order,4.0,100, South Indian,895,"Koramangala 4th Block, Bangalore",12.93687673,77.62767591
650,R150,CTR Shri Sagar,https://www.zomato.com/bangalore/ctr-shri-sagar-malleshwaram-bangalore/order,4.3,100,South Indian,31100,"Malleshwaram, Bangalore",12.99809109,77.56947231
651,R151,D - Zaprino,https://www.zomato.com/bangalore/d-zaprino-rajajinagar-bangalore/order,3.8,100,Pizza,1645,"Rajajinagar, Bangalore",13.00196196,77.55835857
652,R151,D - Zaprino,https://www.zomato.com/bangalore/d-zaprino-rajajinagar-bangalore/order,3.8,100, Burger,1645,"Rajajinagar, Bangalore",13.00196196,77.55835857
653,R151,D - Zaprino,https://www.zomato.com/bangalore/d-zaprino-rajajinagar-bangalore/order,3.8,100, Wraps,1645,"Rajajinagar, Bangalore",13.00196196,77.55835857
654,R151,D - Zaprino,https://www.zomato.com/bangalore/d-zaprino-rajajinagar-bangalore/order,3.8,100, Biryani,1645,"Rajajinagar, Bangalore",13.00196196,77.55835857
655,R151,D - Zaprino,https://www.zomato.com/bangalore/d-zaprino-rajajinagar-bangalore/order,3.8,100, Fast Food,1645,"Rajajinagar, Bangalore",13.00196196,77.55835857
656,R151,D - Zaprino,https://www.zomato.com/bangalore/d-zaprino-rajajinagar-bangalore/order,3.8,100, Street Food,1645,"Rajajinagar, Bangalore",13.00196196,77.55835857
657,R151,D - Zaprino,https://www.zomato.com/bangalore/d-zaprino-rajajinagar-bangalore/order,3.8,100, Desserts,1645,"Rajajinagar, Bangalore",13.00196196,77.55835857
658,R151,D - Zaprino,https://www.zomato.com/bangalore/d-zaprino-rajajinagar-bangalore/order,3.8,100, Beverages,1645,"Rajajinagar, Bangalore",13.00196196,77.55835857
659,R152,Big Bowl Company,https://www.zomato.com/bangalore/big-bowl-company-hosur-road-bangalore/order,3.7,100,North Indian,1541,"Hosur Road, Bangalore",12.93520923,77.60948238
660,R152,Big Bowl Company,https://www.zomato.com/bangalore/big-bowl-company-hosur-road-bangalore/order,3.7,100, Chinese,1541,"Hosur Road, Bangalore",12.93520923,77.60948238
661,R152,Big Bowl Company,https://www.zomato.com/bangalore/big-bowl-company-hosur-road-bangalore/order,3.7,100, Biryani,1541,"Hosur Road, Bangalore",12.93520923,77.60948238
662,R152,Big Bowl Company,https://www.zomato.com/bangalore/big-bowl-company-hosur-road-bangalore/order,3.7,100, Momos,1541,"Hosur Road, Bangalore",12.93520923,77.60948238
663,R152,Big Bowl Company,https://www.zomato.com/bangalore/big-bowl-company-hosur-road-bangalore/order,3.7,100, Sichuan,1541,"Hosur Road, Bangalore",12.93520923,77.60948238
664,R153,7 Plates,https://www.zomato.com/bangalore/7-plates-rt-nagar/order,4.0,200,North Indian,5526,"RT Nagar, Bangalore",13.02031492,77.59288902
665,R153,7 Plates,https://www.zomato.com/bangalore/7-plates-rt-nagar/order,4.0,200, Mughlai,5526,"RT Nagar, Bangalore",13.02031492,77.59288902
666,R153,7 Plates,https://www.zomato.com/bangalore/7-plates-rt-nagar/order,4.0,200, Rolls,5526,"RT Nagar, Bangalore",13.02031492,77.59288902
667,R153,7 Plates,https://www.zomato.com/bangalore/7-plates-rt-nagar/order,4.0,200, Chinese,5526,"RT Nagar, Bangalore",13.02031492,77.59288902
668,R154,Delicacy,https://www.zomato.com/bangalore/delicacy-frazer-town/order,3.8,200,Chinese,8466,"Frazer Town, Bangalore",12.99846318,77.61770613
669,R154,Delicacy,https://www.zomato.com/bangalore/delicacy-frazer-town/order,3.8,200, Thai,8466,"Frazer Town, Bangalore",12.99846318,77.61770613
670,R155,Aubree,https://www.zomato.com/bangalore/aubree-shivajinagar-bangalore/order,4.2,200,Bakery,315,"Shivajinagar, Bangalore",12.99024855,77.60059901
671,R155,Aubree,https://www.zomato.com/bangalore/aubree-shivajinagar-bangalore/order,4.2,200, Desserts,315,"Shivajinagar, Bangalore",12.99024855,77.60059901
672,R155,Aubree,https://www.zomato.com/bangalore/aubree-shivajinagar-bangalore/order,4.2,200, Italian,315,"Shivajinagar, Bangalore",12.99024855,77.60059901
673,R155,Aubree,https://www.zomato.com/bangalore/aubree-shivajinagar-bangalore/order,4.2,200, Thai,315,"Shivajinagar, Bangalore",12.99024855,77.60059901
674,R155,Aubree,https://www.zomato.com/bangalore/aubree-shivajinagar-bangalore/order,4.2,200, Fast Food,315,"Shivajinagar, Bangalore",12.99024855,77.60059901
675,R156,Just Shawarma,https://www.zomato.com/bangalore/just-shawarma-indiranagar-bangalore/order,3.8,200,Lebanese,694,"Indiranagar, Bangalore",12.96977923,77.63873231
676,R156,Just Shawarma,https://www.zomato.com/bangalore/just-shawarma-indiranagar-bangalore/order,3.8,200, Fast Food,694,"Indiranagar, Bangalore",12.96977923,77.63873231
677,R156,Just Shawarma,https://www.zomato.com/bangalore/just-shawarma-indiranagar-bangalore/order,3.8,200, Beverages,694,"Indiranagar, Bangalore",12.96977923,77.63873231
678,R157,Keventers - Milkshakes & Desserts,https://www.zomato.com/bangalore/keventers-milkshakes-desserts-brigade-road-bangalore/order,4.2,200,Shake,782,"Garuda Mall, Magrath Road, Bangalore",12.9702092,77.60921158
679,R157,Keventers - Milkshakes & Desserts,https://www.zomato.com/bangalore/keventers-milkshakes-desserts-brigade-road-bangalore/order,4.2,200, Beverages,782,"Garuda Mall, Magrath Road, Bangalore",12.9702092,77.60921158
680,R157,Keventers - Milkshakes & Desserts,https://www.zomato.com/bangalore/keventers-milkshakes-desserts-brigade-road-bangalore/order,4.2,200, Desserts,782,"Garuda Mall, Magrath Road, Bangalore",12.9702092,77.60921158
681,R158,Cake N Chef,https://www.zomato.com/bangalore/cake-n-chef-bannerghatta-road-bangalore/order,4.0,200,Bakery,7673,"Bannerghatta Road, Bangalore",12.89775,77.59627
682,R158,Cake N Chef,https://www.zomato.com/bangalore/cake-n-chef-bannerghatta-road-bangalore/order,4.0,200, Desserts,7673,"Bannerghatta Road, Bangalore",12.89775,77.59627
683,R159,Mandya Nati Style,https://www.zomato.com/bangalore/mandya-nati-style-vijay-nagar-bangalore/order,3.6,200,South Indian,5816,"Vijay Nagar, Bangalore",12.96906077,77.54433732
684,R159,Mandya Nati Style,https://www.zomato.com/bangalore/mandya-nati-style-vijay-nagar-bangalore/order,3.6,200, Biryani,5816,"Vijay Nagar, Bangalore",12.96906077,77.54433732
685,R160,Brahmins' Thatte Idli,https://www.zomato.com/bangalore/brahmins-thatte-idli-1-malleshwaram-bangalore/order,4.2,200,South Indian,2339,"Malleshwaram, Bangalore",13.0037895,77.5779477
686,R161,WOW! China,https://www.zomato.com/bangalore/wow-china-church-street-bangalore/order,3.8,200,Chinese,789,"Church Street, Bangalore",12.97500348,77.6048379
687,R161,WOW! China,https://www.zomato.com/bangalore/wow-china-church-street-bangalore/order,3.8,200, Rolls,789,"Church Street, Bangalore",12.97500348,77.6048379
688,R162,Juice Junction,https://www.zomato.com/bangalore/juice-junction-st-marks-road/order,4.2,200,Juices,1031,"St. Marks Road, Bangalore",12.9721019,77.6012196
689,R162,Juice Junction,https://www.zomato.com/bangalore/juice-junction-st-marks-road/order,4.2,200, Beverages,1031,"St. Marks Road, Bangalore",12.9721019,77.6012196
690,R162,Juice Junction,https://www.zomato.com/bangalore/juice-junction-st-marks-road/order,4.2,200, Sandwich,1031,"St. Marks Road, Bangalore",12.9721019,77.6012196
691,R162,Juice Junction,https://www.zomato.com/bangalore/juice-junction-st-marks-road/order,4.2,200, Fast Food,1031,"St. Marks Road, Bangalore",12.9721019,77.6012196
692,R162,Juice Junction,https://www.zomato.com/bangalore/juice-junction-st-marks-road/order,4.2,200, Shake,1031,"St. Marks Road, Bangalore",12.9721019,77.6012196
693,R162,Juice Junction,https://www.zomato.com/bangalore/juice-junction-st-marks-road/order,4.2,200, Rolls,1031,"St. Marks Road, Bangalore",12.9721019,77.6012196
694,R162,Juice Junction,https://www.zomato.com/bangalore/juice-junction-st-marks-road/order,4.2,200, Healthy Food,1031,"St. Marks Road, Bangalore",12.9721019,77.6012196
695,R162,Juice Junction,https://www.zomato.com/bangalore/juice-junction-st-marks-road/order,4.2,200, Street Food,1031,"St. Marks Road, Bangalore",12.9721019,77.6012196
696,R163,The Dessert Heaven - Pure Veg,https://www.zomato.com/bangalore/the-dessert-heaven-pure-veg-koramangala-6th-block-bangalore/order,4.3,200,Desserts,140,"Koramangala 6th Block, Bangalore",12.940404,77.625173
697,R163,The Dessert Heaven - Pure Veg,https://www.zomato.com/bangalore/the-dessert-heaven-pure-veg-koramangala-6th-block-bangalore/order,4.3,200, Bakery,140,"Koramangala 6th Block, Bangalore",12.940404,77.625173
698,R164,Ambur Biryani Point,https://www.zomato.com/bangalore/ambur-biryani-point-koramangala-8th-block-bangalore/order,3.5,200,Biryani,248,"Koramangala 8th Block, Bangalore",12.9418939,77.6154492
699,R164,Ambur Biryani Point,https://www.zomato.com/bangalore/ambur-biryani-point-koramangala-8th-block-bangalore/order,3.5,200, Fast Food,248,"Koramangala 8th Block, Bangalore",12.9418939,77.6154492
700,R165,Just Cakes,https://www.zomato.com/bangalore/just-cakes-koramangala-7th-block-bangalore/order,3.8,350,Bakery,1342,"Koramangala 7th Block, Bangalore",12.92858262,77.60930814
701,R165,Just Cakes,https://www.zomato.com/bangalore/just-cakes-koramangala-7th-block-bangalore/order,3.8,350, Desserts,1342,"Koramangala 7th Block, Bangalore",12.92858262,77.60930814
702,R166,Karnataka Bhel House,https://www.zomato.com/bangalore/karnataka-bhel-house-basavanagudi/order,4.3,350,Street Food,4114,"Basavanagudi, Bangalore",12.95934512,77.56727591
703,R166,Karnataka Bhel House,https://www.zomato.com/bangalore/karnataka-bhel-house-basavanagudi/order,4.3,350, Ice Cream,4114,"Basavanagudi, Bangalore",12.95934512,77.56727591
704,R167,Hyderabad Biryani House,https://www.zomato.com/bangalore/hyderabad-biryani-house-malleshwaram-bangalore/order,4.0,350,North Indian,6972,"Malleshwaram, Bangalore",12.99397776,77.57151548
705,R167,Hyderabad Biryani House,https://www.zomato.com/bangalore/hyderabad-biryani-house-malleshwaram-bangalore/order,4.0,350, Hyderabadi,6972,"Malleshwaram, Bangalore",12.99397776,77.57151548
706,R167,Hyderabad Biryani House,https://www.zomato.com/bangalore/hyderabad-biryani-house-malleshwaram-bangalore/order,4.0,350, Chinese,6972,"Malleshwaram, Bangalore",12.99397776,77.57151548
707,R167,Hyderabad Biryani House,https://www.zomato.com/bangalore/hyderabad-biryani-house-malleshwaram-bangalore/order,4.0,350, Biryani,6972,"Malleshwaram, Bangalore",12.99397776,77.57151548
708,R167,Hyderabad Biryani House,https://www.zomato.com/bangalore/hyderabad-biryani-house-malleshwaram-bangalore/order,4.0,350, Mughlai,6972,"Malleshwaram, Bangalore",12.99397776,77.57151548
709,R167,Hyderabad Biryani House,https://www.zomato.com/bangalore/hyderabad-biryani-house-malleshwaram-bangalore/order,4.0,350, Desserts,6972,"Malleshwaram, Bangalore",12.99397776,77.57151548
710,R167,Hyderabad Biryani House,https://www.zomato.com/bangalore/hyderabad-biryani-house-malleshwaram-bangalore/order,4.0,350, Beverages,6972,"Malleshwaram, Bangalore",12.99397776,77.57151548
711,R167,Hyderabad Biryani House,https://www.zomato.com/bangalore/hyderabad-biryani-house-malleshwaram-bangalore/order,4.0,350, Shake,6972,"Malleshwaram, Bangalore",12.99397776,77.57151548
712,R168,Great Indian Khichdi by EatFit,https://www.zomato.com/bangalore/great-indian-khichdi-by-eatfit-cunningham-road-bangalore/order,4.0,350,Healthy Food,562,"Cunningham Road, Bangalore",12.986283,77.594839
713,R168,Great Indian Khichdi by EatFit,https://www.zomato.com/bangalore/great-indian-khichdi-by-eatfit-cunningham-road-bangalore/order,4.0,350, North Indian,562,"Cunningham Road, Bangalore",12.986283,77.594839
