Restaurant_id,name,urls,ratings,price for one,cuisine
R287,By 2 Coffee,https://www.zomato.com/bangalore/by-2-coffee-basavanagudi-bangalore/order,4.4,150,South Indian
R288,Chopstick,https://www.zomato.com/bangalore/chopstick-rt-nagar-bangalore/order,3.9,150,"Chinese, Desserts, Seafood, Burger, Sichuan"
R289,Raidan Restaurant,https://www.zomato.com/bangalore/raidan-restaurant-rt-nagar-bangalore/order,3.8,150,"North Indian, Arabian, Chinese, Lebanese, Sichuan"
R290,Khan Saheb Grills And Rolls,https://www.zomato.com/bangalore/khan-saheb-grills-and-rolls-commercial-street-bangalore/order,3.6,150,"North Indian, Rolls, Kebab, Mughlai, Biryani, Beverages"
R291,Olio - The Wood Fired Pizzeria,https://www.zomato.com/bangalore/olio-the-wood-fired-pizzeria-koramangala-6th-block-bangalore/order,3.6,150,"Pizza, Italian"
R292,Auntie Fung's,https://www.zomato.com/bangalore/auntie-fungs-indiranagar-bangalore/order,4,150,"Asian, Thai, Vietnamese, Japanese, Indonesian, Chinese, Korean, Burmese"
R293,Calcutta Victoria Chat House,https://www.zomato.com/bangalore/calcutta-victoria-chat-house-jeevan-bhima-nagar/order,3.7,150,"North Indian, Street Food, Desserts, Beverages"
R294,Sweet Chariot Cafe,https://www.zomato.com/bangalore/sweet-chariot-cafe-residency-road/order,4.4,150,"Bakery, Desserts, Fast Food"
R295,Shanthi Sagar,https://www.zomato.com/bangalore/shanthi-sagar-ulsoor/order,4.1,150,"South Indian, North Indian, Chinese, Street Food, Desserts, Shake, Beverages"
R296,Vishnu Garden,https://www.zomato.com/bangalore/vishnu-garden-rt-nagar/order,4.2,150,"South Indian, North Indian, Chinese, Fast Food, Street Food, Ice Cream, Beverages, Shake"
R297,Lo! - Low Carb And Keto Foods,https://www.zomato.com/bangalore/lo-low-carb-and-keto-foods-domlur-bangalore/order,4,150,"Healthy Food, North Indian, Sandwich, Fast Food, Desserts"
R298,Home Plate by EatFit,https://www.zomato.com/bangalore/home-plate-by-eatfit-cunningham-road-bangalore/order,3.6,150,"North Indian, Beverages"
R299,FB Café By Frozen Bottle,https://www.zomato.com/bangalore/fb-café-by-frozen-bottle-shivajinagar-bangalore/order,3.7,150,Bakery
R300,Kabab Biryani Corner,https://www.zomato.com/bangalore/kabab-biryani-corner-richmond-road-bangalore/order,3.5,150,"Momos, Rolls, Chinese, South Indian, Kebab, North Indian, Biryani, Shawarma"
R301,Sri Vishnu Park,https://www.zomato.com/bangalore/sri-vishnu-park-btm/order,3.9,150,"South Indian, North Indian, Chinese, Biryani, Beverages, Desserts"
R302,Donne Biriyani House,https://www.zomato.com/bangalore/donne-biriyani-house-kammanahalli-bangalore/order,3.5,150,"Biryani, South Indian"
R303,Swiss Cream,https://www.zomato.com/bangalore/swiss-cream-shanti-nagar-bangalore/order,4.2,150,"Ice Cream, Waffle, Desserts, Sandwich, Shake, Beverages"
R304,Firangi Bake,https://www.zomato.com/bangalore/firangi-bake-1-shanti-nagar-bangalore/order,3.9,150,"Italian, Mexican"
R305,Keventers Ice Cream,https://www.zomato.com/bangalore/keventers-ice-cream-brigade-road-bangalore/order,4.3,150,"Ice Cream, Desserts"
R306,Charminar Biryani House,https://www.zomato.com/bangalore/charminar-biryani-house-1-btm-bangalore/order,4,150,"Biryani, North Indian, Chinese"
R307,Pure Veg Meals By LunchBox,https://www.zomato.com/bangalore/pure-veg-meals-by-lunchbox-shanti-nagar-bangalore/order,3.8,150,North Indian
R308,Tomba Kitchens,https://www.zomato.com/bangalore/tomba-kitchens-ejipura-bangalore/order,4.3,150,"Naga, Chinese, Beverages"
R309,Lulu Hypermarket,https://www.zomato.com/bangalore/lulu-hypermarket-rajajinagar-bangalore/order,3.8,150,"Arabian, North Indian, South Indian, Salad, Fast Food, Bakery"
R310,Al Taza,https://www.zomato.com/bangalore/al-taza-indiranagar-bangalore/order,4.3,150,"Shawarma, Lebanese"
R311,Sreenivasa Brahmins Bakery,https://www.zomato.com/bangalore/sreenivasa-brahmins-bakery-1-basavanagudi-bangalore/order,4.4,150,"Bakery, Desserts, Fast Food"
R312,Rolls Kitchen,https://www.zomato.com/bangalore/rolls-kitchen-langford-town-bangalore/order,4.2,150,"Rolls, Fast Food, Beverages"
R313,Sagar,https://www.zomato.com/bangalore/sagar-seshadripuram-bangalore/order,3.9,150,"North Indian, South Indian, Fast Food, Street Food, Chinese, Desserts, Shake, Beverages"
R314,Cafe Grill,https://www.zomato.com/bangalore/cafe-grill-jeevan-bhima-nagar/order,4,150,"Chinese, North Indian, Rolls"
R315,Hotel Fanoos,https://www.zomato.com/bangalore/hotel-fanoos-richmond-road-bangalore/order,3.9,150,"Rolls, Biryani, Fast Food, Arabian"
R316,Gokul Veg,https://www.zomato.com/bangalore/gokul-veg-basavanagudi/order,3.9,150,"North Indian, Chinese, Beverages, Desserts"
R317,Kedias Fun Food,https://www.zomato.com/bangalore/kedias-fun-food-jayanagar-bangalore/order,4.1,150,"North Indian, Street Food, Beverages"
R318,Al-Wahab Tandoori Restaurant,https://www.zomato.com/bangalore/al-wahab-tandoori-restaurant-hbr-layout-bangalore/order,4.2,150,"North Indian, Chinese, Arabian, Biryani, Rolls, Sichuan"
R319,Rolls N Snacks,https://www.zomato.com/bangalore/rolls-n-snacks-vijay-nagar-bangalore/order,3.6,150,"Street Food, Fast Food, Sandwich, Burger, Pizza, Shake, Beverages"
R320,ZAZA 22 Spice Biryani,https://www.zomato.com/bangalore/zaza-22-spice-biryani-shanti-nagar-bangalore/order,4,150,"Biryani, North Indian, Mughlai, Desserts, Beverages"
R321,Basaveshwarnagar Dosa Corner,https://www.zomato.com/bangalore/basaveshwarnagar-dosa-corner-basaveshwara-nagar/order,4.3,100,South Indian
R322,RollsKing,https://www.zomato.com/bangalore/rollsking-btm-bangalore/order,3.6,100,"Rolls, Fast Food, North Indian"
R323,Adiga's,https://www.zomato.com/bangalore/adigas-majestic-bangalore/order,3.6,100,"South Indian, North Indian, Chinese, Street Food, Desserts, Ice Cream, Beverages"
R324,RB Food Point,https://www.zomato.com/bangalore/rb-food-point-btm-bangalore/order,3.6,100,"North Indian, Chinese"
R325,Gowda's Biriyani Corner,https://www.zomato.com/bangalore/gowdas-biriyani-corner-vijay-nagar-bangalore/order,3.7,100,"South Indian, Biryani, North Indian"
R326,Brik Oven,https://www.zomato.com/bangalore/brik-oven-church-street/order,4.2,100,"Cafe, Italian, Fast Food, Desserts, Beverages, Shake"
R327,Shawarma 21,https://www.zomato.com/bangalore/shawarma-21-rajajinagar-bangalore/order,3.9,100,"Lebanese, Fast Food"
R328,Steve's Fast Food,https://www.zomato.com/bangalore/steves-fast-food-airport-road-bangalore/order,4.1,100,"Chinese, Momos, Seafood"
R329,Sweet Moments,https://www.zomato.com/bangalore/sweet-moments-1-kammanahalli-bangalore/order,4.1,100,"Mithai, Street Food, Ice Cream, Beverages"
R330,Zaatar,https://www.zomato.com/bangalore/zaatar-old-madras-road-bangalore/order,3.8,100,"BBQ, Arabian, Biryani, Chinese, North Indian, Mughlai, Desserts, Beverages"
R331,Arogya Ahaara,https://www.zomato.com/bangalore/arogya-ahaara-jp-nagar-bangalore/order,4,100,South Indian
R332,Shawarma Grill House,https://www.zomato.com/bangalore/shawarma-grill-house-rajajinagar-bangalore/order,3.9,100,"Chinese, Biryani, Mughlai, North Indian, Shake, Sichuan"
R333,Main Lassi Shop,https://www.zomato.com/bangalore/main-lassi-shop-shivajinagar-bangalore/order,3.7,150,"Beverages, Shake, Juices, Fast Food, Street Food, Sandwich, Ice Cream"
R334,Dragon's Kitchen,https://www.zomato.com/bangalore/dragons-kitchen-jayanagar-bangalore/order,3.9,150,"Chinese, Sichuan"
R335,Ghee And Turmeric,https://www.zomato.com/bangalore/ghee-and-turmeric-cunningham-road-bangalore/order,4.1,150,North Indian
R336,Shuchi Ruchi,https://www.zomato.com/bangalore/shuchi-ruchi-malleshwaram/order,3.8,150,"Chinese, North Indian, South Indian, Street Food, Fast Food"
R337,San Tung Chinese,https://www.zomato.com/bangalore/san-tung-chinese-malleshwaram-bangalore/order,4,150,"Chinese, Momos, Sichuan"
R338,Samosa Singh,https://www.zomato.com/bangalore/samosa-singh-basaveshwara-nagar-bangalore/order,3.7,150,"Street Food, Fast Food, Tea, North Indian"
R339,Hamza Hotel,https://www.zomato.com/bangalore/hamza-hotel-shivajinagar-bangalore/order,4.1,150,"North Indian, Chinese, Mughlai, Biryani, Rolls"
R340,The Tasty Planet,https://www.zomato.com/bangalore/the-tasty-planet-richmond-road-bangalore/order,4,150,"Fast Food, Salad, Sandwich, Street Food, Beverages, Juices, Shake"
R341,Burger Elite,https://www.zomato.com/bangalore/burger-elite-rajajinagar-bangalore/order,4.2,150,"Burger, Fast Food"
R342,Priyadarshini Veg,https://www.zomato.com/bangalore/priyadarshini-veg-yeshwantpur-bangalore/order,4.3,150,"North Indian, South Indian, Chinese, Street Food, Shake, Beverages"
R343,Sree Udupi Grand,https://www.zomato.com/bangalore/sree-udupi-grand-majestic-bangalore/order,4.1,150,"South Indian, North Indian, Chinese, Beverages, Shake"
R344,Chicken County Restaurant,https://www.zomato.com/bangalore/chicken-county-restaurant-1-bannerghatta-road-bangalore/order,4.2,150,"North Indian, Chinese, Mughlai, Seafood, Fast Food, Biryani, Beverages"
R345,Maharaja Military Canteen,https://www.zomato.com/bangalore/maharaja-military-canteen-cunningham-road-bangalore/order,3.8,200,South Indian
R346,Udupi Aatithya,https://www.zomato.com/bangalore/udupi-aatithya-basavanagudi-bangalore/order,4.1,200,"South Indian, North Indian, Chinese, Street Food, Fast Food, Beverages, Desserts"
R347,AB's - Absolute Barbecues,https://www.zomato.com/bangalore/abs-absolute-barbecues-koramangala-5th-block-bangalore/order,3.5,200,"BBQ, North Indian, Continental, Oriental, Seafood, Fast Food, Desserts"
R348,Brew Cafe,https://www.zomato.com/bangalore/brew-cafe-2-btm-bangalore/order,3.9,200,"Fast Food, Momos, Street Food, Ice Cream, Beverages"
R349,Nomad Pizza - Traveller Series,https://www.zomato.com/bangalore/nomad-pizza-traveller-series-indiranagar-bangalore/order,4.1,200,"Pizza, Italian"
R350,Punjabi Unplugged,https://www.zomato.com/bangalore/punjabi-unplugged-koramangala-7th-block-bangalore/order,3.6,200,"North Indian, Chinese, Kebab, Biryani, Mughlai"
R351,Mr. Shawarma & Miss Grills,https://www.zomato.com/bangalore/mr-shawarma-miss-grills-btm-bangalore/order,4,200,Lebanese
R352,Louis Burger,https://www.zomato.com/bangalore/louis-burger-indiranagar-bangalore/order,4.1,200,"Burger, Fast Food"
R353,Delhi Restaurant & Chaat,https://www.zomato.com/bangalore/delhi-restaurant-chaat-rt-nagar-bangalore/order,3.8,200,"North Indian, Chinese, Sichuan"
R354,Punjabi Dhaba,https://www.zomato.com/bangalore/punjabi-dhaba-indiranagar-bangalore/order,3.3,200,"North Indian, Mughlai, Chinese"
R355,Cheesecake & Co.,https://www.zomato.com/bangalore/cheesecake-co-koramangala-8th-block-bangalore/order,4.4,200,"Bakery, Desserts"
R356,Umpire Chicken County,https://www.zomato.com/bangalore/umpire-chicken-county-richmond-road-bangalore/order,3.5,200,"Rolls, Chinese, North Indian, Biryani"
R357,Simplee Shawarma,https://www.zomato.com/bangalore/simplee-shawarma-btm-bangalore/order,4,250,"Shawarma, Fast Food"
R358,The Ganache Factory,https://www.zomato.com/bangalore/the-ganache-factory-residency-road-bangalore/order,4.1,250,"Desserts, Bakery"
R359,Nammura Upachara,https://www.zomato.com/bangalore/nammura-upachara-basaveshwara-nagar/order,4.2,250,"South Indian, North Indian, Street Food, Chinese"
R360,Dum Biryani Adda,https://www.zomato.com/bangalore/dum-biryani-adda-1-jeevan-bhima-nagar-bangalore/order,4,250,"Biryani, North Indian"
R361,Pizza O' Clock,https://www.zomato.com/bangalore/pizza-o-clock-1-btm-bangalore/order,3.9,250,"Pizza, Fast Food"
R362,Boss Burger,https://www.zomato.com/bangalore/boss-burger-lavelle-road-bangalore/order,4,250,"Burger, Fast Food, American, Finger Food, Desserts, Beverages, Continental"
R363,Bansuri Sweets,https://www.zomato.com/bangalore/bansuri-sweets-vijay-nagar/order,3.9,250,"Mithai, North Indian, Street Food, Sandwich, Chinese"
R364,Shanthi Sagar,https://www.zomato.com/bangalore/shanthi-sagar-jp-nagar/order,3.7,250,"South Indian, North Indian, Chinese, Desserts, Beverages, Shake"
R365,Taste Of Tibet,https://www.zomato.com/bangalore/taste-of-tibet-brigade-road/order,4,250,"Chinese, Street Food, Momos, Sichuan"
R366,Tango Sandwich King,https://www.zomato.com/bangalore/tango-sandwich-king-basaveshwara-nagar-bangalore/order,4.2,250,"Sandwich, Fast Food, Street Food"
R367,Bombay Kulfis,https://www.zomato.com/bangalore/bombay-kulfis-1-shanti-nagar-bangalore/order,4,250,"Ice Cream, Desserts"
R368,Udupi Shanthi Sagar,https://www.zomato.com/bangalore/udupi-shanthi-sagar-frazer-town-bangalore/order,4.1,250,"North Indian, South Indian, Chinese, Street Food, Beverages"
R369,L. J. Iyengar's Bakery,https://www.zomato.com/bangalore/l-j-iyengars-bakery-basavanagudi-bangalore/order,3.6,50,"Bakery, Desserts"
R370,Motis Kitchen,https://www.zomato.com/bangalore/motis-kitchen-thippasandra/order,4.2,50,"South Indian, Kerala, Chinese, Seafood, Chettinad"
R371,SLV Corner Restaurant,https://www.zomato.com/bangalore/slv-corner-restaurant-basavanagudi/order,4.3,50,"South Indian, North Indian, Street Food, Chinese, Beverages, Desserts"
R372,Chichaba's Taj,https://www.zomato.com/bangalore/chichabas-taj-frazer-town/order,4,50,"North Indian, Mughlai, Biryani, Kebab, Seafood, Beverages"
R373,Twiststick House,https://www.zomato.com/bangalore/twiststick-house-basavanagudi-bangalore/order,3.9,50,"Chinese, Fast Food, Beverages"
R374,Milano Ice Cream,https://www.zomato.com/bangalore/milano-ice-cream-indiranagar/order,4.4,50,"Ice Cream, Desserts, Beverages, Shake"
R375,Kanti Bakes & Flakes,https://www.zomato.com/bangalore/kanti-bakes-flakes-rt-nagar-bangalore/order,4.3,50,"Bakery, Desserts, Mithai"
R376,Amul Ice Cream Parlour,https://www.zomato.com/bangalore/amul-ice-cream-parlour-btm-bangalore/order,4.5,50,"Ice Cream, Desserts, Beverages, Shake"
R377,Mangalore Kitchen,https://www.zomato.com/bangalore/mangalore-kitchen-1-jeevan-bhima-nagar-bangalore/order,3.8,50,"Street Food, Chinese"
R378,Udupi Kitchen,https://www.zomato.com/bangalore/udupi-kitchen-vijay-nagar/order,3.9,50,"South Indian, Chinese, Street Food, Desserts, Beverages, Shake, Sichuan"
R379,G 's Chinese Dragon,https://www.zomato.com/bangalore/g-s-chinese-dragon-1-seshadripuram-bangalore/order,3.4,50,"Chinese, Momos"
R380,Rang De Basanti Dhaba,https://www.zomato.com/bangalore/rang-de-basanti-dhaba-domlur-bangalore/order,3.6,50,"North Indian, Seafood, Mughlai, Desserts"
R381,Bombay Kulfi,https://www.zomato.com/bangalore/bombay-kulfi-shanti-nagar-bangalore/order,4.2,100,"Ice Cream, Desserts"
R382,Tibb's Frankie - Serving Rolls Since 1969,https://www.zomato.com/bangalore/tibbs-frankie-serving-rolls-since-1969-shivajinagar-bangalore/order,3.9,100,Rolls
R383,ITC Sunfeast Baked Creations,https://www.zomato.com/bangalore/itc-sunfeast-baked-creations-koramangala-7th-block-bangalore/order,4.4,100,"Bakery, Desserts, Fast Food"
R384,Mangalore Lunch Home,https://www.zomato.com/bangalore/mangalore-lunch-home-basaveshwara-nagar-bangalore/order,4,100,"Mangalorean, North Indian, Chinese, Biryani, South Indian"
R385,Donne Biriyani Mane,https://www.zomato.com/bangalore/donne-biriyani-mane-1-indiranagar/order,4,100,"Biryani, South Indian"
R386,Marwadi Chaat & Tiffin Services,https://www.zomato.com/bangalore/marwadi-chaat-tiffin-services-shanti-nagar-bangalore/order,3.7,100,"North Indian, Street Food, Chinese, Beverages"
R387,Lavonne,https://www.zomato.com/bangalore/lavonne-st-marks-road-bangalore/order,4.3,100,"Cafe, Fast Food, Bakery, Beverages, Desserts"
R388,Halli Mane Donne Biriyani,https://www.zomato.com/bangalore/halli-mane-donne-biriyani-rajajinagar-bangalore/order,4.1,100,"North Indian, Biryani, BBQ"
R389,Big Bang Pizza,https://www.zomato.com/bangalore/big-bang-pizza-3-frazer-town-bangalore/order,3.9,100,"Pizza, Pasta, Burger, Fast Food, Beverages"
R390,Protein Chef,https://www.zomato.com/bangalore/protein-chef-indiranagar-bangalore/order,4,100,"Sandwich, Rolls, North Indian"
R391,Simply Chats,https://www.zomato.com/bangalore/simply-chats-basaveshwara-nagar-bangalore/order,3.6,100,"Street Food, Sandwich, Ice Cream, Beverages"
R392,Burger It Up,https://www.zomato.com/bangalore/burger-it-up-vasanth-nagar-bangalore/order,3.9,100,"Burger, North Indian, Chinese, Desserts, Beverages"
R393,Hungry Bird,https://www.zomato.com/bangalore/hungry-bird-btm-bangalore/order,3.9,200,"Biryani, North Indian, Chinese, Rolls, Fast Food, Sichuan"
R394,Mallu Family Restaurant,https://www.zomato.com/bangalore/mallu-family-restaurant-btm-bangalore/order,3.7,200,"Arabian, Biryani, Chinese, South Indian, Beverages, Shake"
R395,Puneri Katta,https://www.zomato.com/bangalore/puneri-katta-btm-bangalore/order,4.2,200,"Maharashtrian, Street Food"
R396,Empire Juices and Desserts,https://www.zomato.com/bangalore/empire-juices-and-desserts-shivajinagar-bangalore/order,3.2,200,"Juices, Beverages, Shake, Ice Cream"
R397,TKS Iyengars,https://www.zomato.com/bangalore/tks-iyengars-1-basaveshwara-nagar-bangalore/order,4.2,200,South Indian
R398,Al Zara Mandi Arabian Restaurant,https://www.zomato.com/bangalore/al-zara-mandi-arabian-restaurant-frazer-town-bangalore/order,4.1,200,"Arabian, North Indian, Mughlai"
R399,C. K. Mega Hot Food,https://www.zomato.com/bangalore/c-k-mega-hot-food-btm/order,4,200,"Chinese, Seafood, Sichuan"
R400,Kwality Walls Frozen Dessert And Ice Cream Shop,https://www.zomato.com/bangalore/kwality-walls-frozen-dessert-and-ice-cream-shop-2-jayanagar-bangalore/order,4.3,200,"Ice Cream, Desserts"
R401,Kabab Manor,https://www.zomato.com/bangalore/kabab-manor-rt-nagar/order,4,200,"North Indian, Biryani, Fast Food, Chinese, Beverages"
R402,Orange Bake And Juice,https://www.zomato.com/bangalore/orange-bake-and-juice-btm-bangalore/order,4.1,200,"Bakery, Desserts"
R403,Singh Da Punjabi Dhaba,https://www.zomato.com/bangalore/singh-da-punjabi-dhaba-koramangala-7th-block-bangalore/order,3.6,200,"North Indian, Biryani"
R404,Kwality Wall’s Frozen Dessert and Ice Cream Shop,https://www.zomato.com/bangalore/kwality-walls-frozen-dessert-and-ice-cream-shop-nagawara-bangalore/order,4.5,200,"Ice Cream, Desserts"
R405,Eat N Drink,https://www.zomato.com/bangalore/eat-n-drink-btm/order,4.1,100,"Fast Food, Sandwich, Burger, Wraps, Rolls, Shake, Juices, Beverages"
R406,Burger Seigneur,https://www.zomato.com/bangalore/burger-seigneur-st-marks-road-bangalore/order,4.2,100,"Cafe, Burger, Continental, Beverages, Desserts"
R407,SLAY Coffee,https://www.zomato.com/bangalore/slay-coffee-indiranagar-bangalore/order,3.9,100,"Desserts, Coffee, Beverages, Pancake, Vietnamese, Cafe, Rolls, Wraps"
R408,Udupi Upachar,https://www.zomato.com/bangalore/udupi-upachar-banashankari-bangalore/order,3.8,100,"South Indian, North Indian, Chinese, Street Food, Sandwich, Shake, Beverages, Ice Cream"
R409,Le Arabia,https://www.zomato.com/bangalore/le-arabia-koramangala-5th-block-bangalore/order,3.4,100,"Arabian, North Indian, Chinese, Fast Food, Beverages, Desserts"
R410,Bangalikhana,https://www.zomato.com/bangalore/bangalikhana-koramangala-7th-block-bangalore/order,4.1,100,"Bengali, Seafood"
R411,Sukh Sagar,https://www.zomato.com/bangalore/sukh-sagar-majestic/order,4,100,"Chinese, Street Food, Fast Food, Desserts, Beverages, Shake, Sichuan"
R412,Udupi Food Point,https://www.zomato.com/bangalore/udupi-food-point-banaswadi-bangalore/order,3.8,100,"South Indian, Chinese"
R413,The Red Box,https://www.zomato.com/bangalore/the-red-box-indiranagar-bangalore/order,3.7,100,"Chinese, Thai, Sichuan, Momos"
R414,New Udupi Upahar,https://www.zomato.com/bangalore/new-udupi-upahar-1-jayanagar-bangalore/order,4,100,"South Indian, North Indian, Chinese, Street Food, Beverages, Shake"
R415,Nirula's,https://www.zomato.com/bangalore/nirulas-1-vasanth-nagar-bangalore/order,3.8,100,"Ice Cream, Momos, Desserts, Shake"
R416,Casino Restaurant,https://www.zomato.com/bangalore/casino-restaurant-new-bel-road-bangalore/order,3.9,100,"North Indian, Chinese, Beverages"
R417,KC Das,https://www.zomato.com/bangalore/kc-das-st-marks-road-bangalore/order,4.4,50,"Mithai, Street Food, Mishti, Bengali"
R418,Limelight - Royal Orchid Hotel,https://www.zomato.com/bangalore/limelight-royal-orchid-hotel-airport-road-bangalore/order,3.7,50,"Asian, Continental, North Indian, South Indian, Healthy Food, Beverages, Desserts"
R419,Smoky Docky,https://www.zomato.com/bangalore/smoky-docky-sanjay-nagar-bangalore/order,4.3,50,"Shawarma, Fast Food, Lebanese, Desserts, Beverages"
R420,Kolkata Famous Kathi Roll,https://www.zomato.com/bangalore/kolkata-famous-kathi-roll-2-btm-bangalore/order,4.2,50,Rolls
R421,Dawat Durbar,https://www.zomato.com/bangalore/dawat-durbar-shivajinagar-bangalore/order,3.7,50,"Mughlai, North Indian"
R422,Spicy Corner,https://www.zomato.com/bangalore/spicy-corner-jeevan-bhima-nagar/order,4.1,50,Chinese
R423,RS Shiv Sagar,https://www.zomato.com/bangalore/rs-shiv-sagar-mg-road/order,3.6,50,"North Indian, South Indian, Asian, Continental, Chinese, Beverages, Desserts"
R424,Just Cakes,https://www.zomato.com/bangalore/just-cakes-1-btm-bangalore/order,3.7,50,"Bakery, Desserts"
R425,Kekou,https://www.zomato.com/bangalore/kekou-hbr-layout-bangalore/order,3.9,50,"Chinese, Sichuan"
R426,Tibetan Mother's Kitchen,https://www.zomato.com/bangalore/tibetan-mothers-kitchen-koramangala-7th-block/order,3.9,50,"Tibetan, Chinese, Asian, Momos, Sichuan"
R427,Itminaan Matka Biryani - Slow Cooked,https://www.zomato.com/bangalore/itminaan-matka-biryani-slow-cooked-shanti-nagar-bangalore/order,4.1,50,"Biryani, North Indian, Mughlai, Desserts, Beverages"
R428,Mainland China,https://www.zomato.com/bangalore/mainland-china-koramangala-7th-block-bangalore/order,3.9,50,"Chinese, Momos, Thai, Asian, Seafood, Sushi, Beverages"
R429,No.10 Fort Cochin,https://www.zomato.com/bangalore/no-10-fort-cochin-st-marks-road-bangalore/order,3.9,200,"Kerala, Seafood, Biryani, Chinese, Beverages, Desserts"
R430,Aligarh House- Mughlai Biryani,https://www.zomato.com/bangalore/aligarh-house-mughlai-biryani-cunningham-road-bangalore/order,4,200,"Biryani, Mughlai, Kebab, North Indian, Lucknowi, Fast Food, Beverages, Desserts"
R431,Rumi,https://www.zomato.com/bangalore/rumi-indiranagar-bangalore/order,4,200,"Awadhi, Mughlai, North Indian, Kebab, Desserts"
R432,Chaitra Restaurant,https://www.zomato.com/bangalore/chaitra-restaurant-kalyan-nagar-bangalore/order,3.8,200,"North Indian, Chinese, Andhra, Biryani, Seafood, Fast Food, South Indian"
R433,Lassi Shop,https://www.zomato.com/bangalore/lassi-shop-banashankari-bangalore/order,4,200,"Beverages, Ice Cream, Desserts, Shake, Juices"
R434,Malabar Bay,https://www.zomato.com/bangalore/malabar-bay-btm/order,3.5,200,"Kerala, Seafood, North Indian, Biryani, Chinese, Beverages, Shake, Desserts"
R435,Punjabi Dhaba,https://www.zomato.com/bangalore/punjabi-dhaba-majestic/order,4.2,200,"North Indian, Chinese, Mughlai"
R436,Hotel Aasare,https://www.zomato.com/bangalore/hotel-aasare-yeshwantpur-bangalore/order,4.2,200,"Chettinad, Kerala, Seafood"
R437,Shiv Sagar,https://www.zomato.com/bangalore/shiv-sagar-1-banaswadi-bangalore/order,3.6,200,"South Indian, North Indian, Oriental, Street Food, Desserts, Beverages, Shake"
R438,BigBites,https://www.zomato.com/bangalore/bigbites-seshadripuram-bangalore/order,4,200,"Fast Food, Momos, Street Food"
R439,Kolkata Famous Kati Roll,https://www.zomato.com/bangalore/kolkata-famous-kati-roll-basaveshwara-nagar-bangalore/order,4.1,200,Rolls
R440,Bangarpete Chats,https://www.zomato.com/bangalore/bangarpete-chats-basaveshwara-nagar-bangalore/order,3.6,200,Street Food
R441,Boba Tree,https://www.zomato.com/bangalore/boba-tree-1-indiranagar-bangalore/order,3.7,250,"Cafe, Beverages, Bubble Tea, Pizza, Burger, Fast Food, Desserts"
R442,Nagarjuna Chimney,https://www.zomato.com/bangalore/nagarjuna-chimney-jayanagar/order,4.3,250,"Andhra, Biryani, North Indian, Beverages"
R443,Akram Hotel,https://www.zomato.com/bangalore/akram-hotel-kumaraswamy-layout-bangalore/order,3.3,250,"South Indian, Biryani, Mughlai"
R444,Vinny's,https://www.zomato.com/bangalore/vinnys-banashankari/order,3.8,250,"Cafe, Italian, Continental, Pizza, Beverages, Desserts"
R445,Click & Orders,https://www.zomato.com/bangalore/click-orders-koramangala-2nd-block-bangalore/order,3.8,250,"North Indian, Chinese, Fast Food"
R446,Ghee Tadka Khichdi,https://www.zomato.com/bangalore/ghee-tadka-khichdi-seshadripuram-bangalore/order,4,250,North Indian
R447,Hotel Sanman,https://www.zomato.com/bangalore/hotel-sanman-basavanagudi-bangalore/order,4.3,250,South Indian
R448,Ambur Dum Biryani,https://www.zomato.com/bangalore/ambur-dum-biryani-indiranagar-bangalore/order,3.7,250,"Biryani, Beverages"
R449,Iyengars Bakery,https://www.zomato.com/bangalore/iyengars-bakery-vijay-nagar-bangalore/order,4.1,250,"Bakery, Desserts, Mithai, Fast Food"
R450,Royal Treat,https://www.zomato.com/bangalore/royal-treat-koramangala-5th-block/order,4.1,250,"North Indian, Chinese, Biryani"
R451,Karama Restaurant,https://www.zomato.com/bangalore/karama-restaurant-frazer-town/order,3.9,250,"Arabian, Mughlai, Seafood, North Indian, Kashmiri, Biryani, Desserts"
R452,Khaomomo,https://www.zomato.com/bangalore/khaomomo-domlur-bangalore/order,4.2,250,"Momos, Chinese, Tibetan"
R453,Lakeview Milkbar,https://www.zomato.com/bangalore/lakeview-milkbar-mg-road/order,4.1,200,"Desserts, Cafe, Fast Food, Sandwich, Burger, Ice Cream, Shake"
R454,Rolls & Bowls Company,https://www.zomato.com/bangalore/rolls-bowls-company-hosur-road-bangalore/order,3.6,200,"Rolls, North Indian, Chinese, Fast Food, Sichuan"
R455,Carols Pastries & Bakers,https://www.zomato.com/bangalore/carols-pastries-bakers-vasanth-nagar-bangalore/order,4,200,"Bakery, Desserts"
R456,1522 - The Pub,https://www.zomato.com/bangalore/1522-the-pub-residency-road-bangalore/order,4.1,200,"Chinese, North Indian, Continental, Finger Food, Seafood, Beverages"
R457,Savji's Roll 'N' Biryani,https://www.zomato.com/bangalore/savjis-roll-n-biryani-vijay-nagar/order,4,200,"North Indian, Chinese, South Indian, Rolls, Biryani, Sandwich, Burger, Fast Food"
R458,Lassi Shop,https://www.zomato.com/bangalore/lassi-shop-2-rt-nagar-bangalore/order,3.7,200,"Beverages, Juices, Desserts, Ice Cream"
R459,Ande Ka Funda,https://www.zomato.com/bangalore/ande-ka-funda-1-jp-nagar-bangalore/order,4.2,200,"North Indian, Rolls"
R460,Shrinidhi Military Hotel,https://www.zomato.com/bangalore/shrinidhi-military-hotel-basavanagudi/order,3.8,200,"South Indian, Biryani"
