Index,Restaurant_id,C,Name,Ratings,Price for one,Cuisines,Delivery_reviews_Count,Restaurant_address,Latitude,Longtitude
1243,R365, Momos,Taste Of Tibet,4,250,"Chinese, Street Food, Momos, Sichuan",2292,"Brigade Road, Bangalore",12.9735125,77.6069371
1244,R366, Street Food,Tango Sandwich King,4.2,250,"Sandwich, Fast Food, Street Food",3471,"Basaveshwara Nagar, Bangalore",12.98794207,77.5379426
1245,R368, Chinese,Udupi Shanthi Sagar,4.1,250,"North Indian, South Indian, Chinese, Street Food, Beverages",882,"Frazer Town, Bangalore",12.9958649,77.61309314
1246,R370, Chinese,Motis Kitchen,4.2,50,"South Indian, Kerala, Chinese, Seafood, Chettinad",26600,"Thippasandra, Bangalore",12.97254427,77.65337247
1247,R371, Street Food,SLV Corner Restaurant,4.3,50,"South Indian, North Indian, Street Food, Chinese, Beverages, Desserts",12000,"153 Biere Street, Bangalore",12.94830086,77.56875951
1248,R372, Biryani,Chichaba's Taj,4,50,"North Indian, Mughlai, Biryani, Kebab, Seafood, Beverages",5240,"Frazer Town, Bangalore",13.00035697,77.61733733
1249,R373, Beverages,Twiststick House,3.9,50,"Chinese, Fast Food, Beverages",4130,"Basavanagudi, Bangalore",12.94945494,77.57461812
1250,R374, Beverages,Milano Ice Cream,4.4,50,"Ice Cream, Desserts, Beverages, Shake",2197,"Indiranagar, Bangalore",12.97901323,77.64401827
1251,R375, Mithai,Kanti Bakes & Flakes,4.3,50,"Bakery, Desserts, Mithai",510,"RT Nagar, Bangalore",13.02514342,77.60357458
1252,R376, Beverages,Amul Ice Cream Parlour,4.5,50,"Ice Cream, Desserts, Beverages, Shake",238,"BTM, Bangalore",12.9138624,77.6095488
1253,R378, Street Food,Udupi Kitchen,3.9,50,"South Indian, Chinese, Street Food, Desserts, Beverages, Shake, Sichuan",1533,"Vijay Nagar, Bangalore",12.971652,77.53774412
1254,R380, Mughlai,Rang De Basanti Dhaba,3.6,50,"North Indian, Seafood, Mughlai, Desserts",1285,"Domlur, Bangalore",12.9655037,77.63804164
1255,R383, Fast Food,ITC Sunfeast Baked Creations,4.4,100,"Bakery, Desserts, Fast Food",226,"Koramangala 7th Block, Bangalore",12.93506187,77.61325534
1256,R384, Chinese,Mangalore Lunch Home,4,100,"Mangalorean, North Indian, Chinese, Biryani, South Indian",3652,"Basaveshwara Nagar, Bangalore",12.99831258,77.54639793
1257,R386, Chinese,Marwadi Chaat & Tiffin Services,3.7,100,"North Indian, Street Food, Chinese, Beverages",7996,"Shanti Nagar, Bangalore",12.96048903,77.59820078
1258,R387, Bakery,Lavonne,4.3,100,"Cafe, Fast Food, Bakery, Beverages, Desserts",462,"St. Marks Road, Bangalore",12.9694169,77.60047294
1259,R388, BBQ,Halli Mane Donne Biriyani,4.1,100,"North Indian, Biryani, BBQ",14100,"Rajajinagar, Bangalore",13.00089567,77.55306657
1260,R389, Burger,Big Bang Pizza,3.9,100,"Pizza, Pasta, Burger, Fast Food, Beverages",1063,"Frazer Town, Bangalore",12.9948082,77.61502594
1261,R390, North Indian,Protein Chef,4,100,"Sandwich, Rolls, North Indian",108,"Indiranagar, Bangalore",12.9682299,77.64013841
1262,R391, Ice Cream,Simply Chats,3.6,100,"Street Food, Sandwich, Ice Cream, Beverages",559,"Basaveshwara Nagar, Bangalore",12.9998431,77.539967
1263,R392, Chinese,Burger It Up,3.9,100,"Burger, North Indian, Chinese, Desserts, Beverages",18,"Vasanth Nagar, Bangalore",12.99223224,77.59426095
1264,R393, Chinese,Hungry Bird,3.9,200,"Biryani, North Indian, Chinese, Rolls, Fast Food, Sichuan",7837,"BTM, Bangalore",12.92194864,77.61653602
1265,R394, Chinese,Mallu Family Restaurant,3.7,200,"Arabian, Biryani, Chinese, South Indian, Beverages, Shake",2653,"BTM, Bangalore",12.92391817,77.61085778
1266,R396, Shake,Empire Juices and Desserts,3.2,200,"Juices, Beverages, Shake, Ice Cream",178,"Shivajinagar, Bangalore",12.97977642,77.60273036
1267,R398, Mughlai,Al Zara Mandi Arabian Restaurant,4.1,200,"Arabian, North Indian, Mughlai",1966,"Frazer Town, Bangalore",13.00073984,77.61436176
1268,R399, Sichuan,C. K. Mega Hot Food,4,200,"Chinese, Seafood, Sichuan",16200,"BTM, Bangalore",12.91443279,77.61011012
1269,R401, Fast Food,Kabab Manor,4,200,"North Indian, Biryani, Fast Food, Chinese, Beverages",8198,"RT Nagar, Bangalore",13.02711736,77.59337649
1270,R405, Burger,Eat N Drink,4.1,100,"Fast Food, Sandwich, Burger, Wraps, Rolls, Shake, Juices, Beverages",707,"BTM, Bangalore",12.93095011,77.60673791
1271,R406, Continental,Burger Seigneur,4.2,100,"Cafe, Burger, Continental, Beverages, Desserts",1524,"1 Sobha, Bangalore",12.97504236,77.60257144
1272,R407, Beverages,SLAY Coffee,3.9,100,"Desserts, Coffee, Beverages, Pancake, Vietnamese, Cafe, Rolls, Wraps",1511,"Indiranagar, Bangalore",12.978123,77.638278
1273,R408, Chinese,Udupi Upachar,3.8,100,"South Indian, North Indian, Chinese, Street Food, Sandwich, Shake, Beverages, Ice Cream",7800,"Banashankari, Bangalore",12.920783,77.5694282
1274,R409, Chinese,Le Arabia,3.4,100,"Arabian, North Indian, Chinese, Fast Food, Beverages, Desserts",488,"Koramangala 5th Block, Bangalore",12.933545,77.6227283
1275,R411, Fast Food,Sukh Sagar,4,100,"Chinese, Street Food, Fast Food, Desserts, Beverages, Shake, Sichuan",866,"Majestic, Bangalore",12.97675009,77.57793535
1276,R413, Sichuan,The Red Box,3.7,100,"Chinese, Thai, Sichuan, Momos",3681,"Indiranagar, Bangalore",12.980615,77.646257
1277,R414, Chinese,New Udupi Upahar,4,100,"South Indian, North Indian, Chinese, Street Food, Beverages, Shake",1222,"Jayanagar, Bangalore",12.91910951,77.58361693
1278,R415, Desserts,Nirula's,3.8,100,"Ice Cream, Momos, Desserts, Shake",32,"Vasanth Nagar, Bangalore",12.99455935,77.59374898
1279,R416, Beverages,Casino Restaurant,3.9,100,"North Indian, Chinese, Beverages",5898,"New BEL Road, Bangalore",13.02887929,77.5710528
1280,R417, Mishti,KC Das,4.4,50,"Mithai, Street Food, Mishti, Bengali",1010,"St. Marks Road, Bangalore",12.97591599,77.60167055
1281,R418, North Indian,Limelight - Royal Orchid Hotel,3.7,50,"Asian, Continental, North Indian, South Indian, Healthy Food, Beverages, Desserts",1462,"Royal Orchid Hotel,  Old Airport Road, Bangalore",12.9572309,77.6436085
1282,R419, Lebanese,Smoky Docky,4.3,50,"Shawarma, Fast Food, Lebanese, Desserts, Beverages",684,"Sanjay Nagar, Bangalore",13.0281637,77.5726987
1283,R423, Asian,RS Shiv Sagar,3.6,50,"North Indian, South Indian, Asian, Continental, Chinese, Beverages, Desserts",744,"MG Road, Bangalore",12.97449707,77.61002932
1284,R426, Asian,Tibetan Mother's Kitchen,3.9,50,"Tibetan, Chinese, Asian, Momos, Sichuan",6631,"Koramangala 7th Block, Bangalore",12.93484816,77.61272427
1285,R427, Mughlai,Itminaan Matka Biryani - Slow Cooked,4.1,50,"Biryani, North Indian, Mughlai, Desserts, Beverages",16,"Shanti Nagar, Bangalore",12.961168,77.598239
1286,R428, Thai,Mainland China,3.9,50,"Chinese, Momos, Thai, Asian, Seafood, Sushi, Beverages",498,"Koramangala 7th Block, Bangalore",12.935099,77.613337
1287,R429, Biryani,No.10 Fort Cochin,3.9,200,"Kerala, Seafood, Biryani, Chinese, Beverages, Desserts",2668,"St. Marks Road, Bangalore",12.970767,77.600686
1288,R430, Kebab,Aligarh House- Mughlai Biryani,4,200,"Biryani, Mughlai, Kebab, North Indian, Lucknowi, Fast Food, Beverages, Desserts",237,"Cunningham Road, Bangalore",12.986283,77.594839
1289,R431, North Indian,Rumi,4,200,"Awadhi, Mughlai, North Indian, Kebab, Desserts",1634,"Indiranagar, Bangalore",12.97041079,77.64336616
1290,R432, Andhra,Chaitra Restaurant,3.8,200,"North Indian, Chinese, Andhra, Biryani, Seafood, Fast Food, South Indian",4805,"Kalyan Nagar, Bangalore",13.01309498,77.64244784
1291,R433, Desserts,Lassi Shop,4,200,"Beverages, Ice Cream, Desserts, Shake, Juices",3300,"Banashankari, Bangalore",12.926287,77.56101966
1292,R434, North Indian,Malabar Bay,3.5,200,"Kerala, Seafood, North Indian, Biryani, Chinese, Beverages, Shake, Desserts",9474,"BTM, Bangalore",12.93545203,77.60767836
1293,R435, Mughlai,Punjabi Dhaba,4.2,200,"North Indian, Chinese, Mughlai",819,"Majestic, Bangalore",12.97912366,77.57687889
1294,R436, Seafood,Hotel Aasare,4.2,200,"Chettinad, Kerala, Seafood",2611,"Yeshwantpur, Bangalore",13.01908399,77.55087353
1295,R437, Oriental,Shiv Sagar,3.6,200,"South Indian, North Indian, Oriental, Street Food, Desserts, Beverages, Shake",307,"Banaswadi, Bangalore",13.00214294,77.63314325
1296,R438, Street Food,BigBites,4,200,"Fast Food, Momos, Street Food",6,"Seshadripuram, Bangalore",12.98681,77.579384
1297,R441, Bubble Tea,Boba Tree,3.7,250,"Cafe, Beverages, Bubble Tea, Pizza, Burger, Fast Food, Desserts",501,"Indiranagar, Bangalore",12.97895801,77.64090255
1298,R442, North Indian,Nagarjuna Chimney,4.3,250,"Andhra, Biryani, North Indian, Beverages",2193,"Jayanagar, Bangalore",12.93286467,77.58416075
1299,R443, Mughlai,Akram Hotel,3.3,250,"South Indian, Biryani, Mughlai",421,"Kumaraswamy Layout, Bangalore",12.91700661,77.56827336
1300,R444, Continental,Vinny's,3.8,250,"Cafe, Italian, Continental, Pizza, Beverages, Desserts",3303,"Banashankari, Bangalore",12.92437468,77.56477509
1301,R445, Fast Food,Click & Orders,3.8,250,"North Indian, Chinese, Fast Food",307,"Koramangala 2nd Block, Bangalore",12.924244,77.61749
1302,R449, Mithai,Iyengars Bakery,4.1,250,"Bakery, Desserts, Mithai, Fast Food",619,"Vijay Nagar, Bangalore",12.96464212,77.53167026
1303,R450, Biryani,Royal Treat,4.1,250,"North Indian, Chinese, Biryani",5955,"Koramangala 5th Block, Bangalore",12.93352965,77.61575952
1304,R451, Seafood,Karama Restaurant,3.9,250,"Arabian, Mughlai, Seafood, North Indian, Kashmiri, Biryani, Desserts",15600,"Frazer Town, Bangalore",12.99971438,77.61597678
1305,R452, Tibetan,Khaomomo,4.2,250,"Momos, Chinese, Tibetan",398,"Domlur, Bangalore",12.9610945,77.63510562
1306,R453, Fast Food,Lakeview Milkbar,4.1,200,"Desserts, Cafe, Fast Food, Sandwich, Burger, Ice Cream, Shake",1029,"MG Road, Bangalore",12.97589312,77.6037962
1307,R454, Chinese,Rolls & Bowls Company,3.6,200,"Rolls, North Indian, Chinese, Fast Food, Sichuan",41,"Hosur Road, Bangalore",12.93520923,77.60948238
1308,R456, Continental,1522 - The Pub,4.1,200,"Chinese, North Indian, Continental, Finger Food, Seafood, Beverages",208,"Residency Road, Bangalore",12.97306539,77.60894537
1309,R457, South Indian,Savji's Roll 'N' Biryani,4,200,"North Indian, Chinese, South Indian, Rolls, Biryani, Sandwich, Burger, Fast Food",15600,"Vijay Nagar, Bangalore",12.97159548,77.54694175
1310,R458, Desserts,Lassi Shop,3.7,200,"Beverages, Juices, Desserts, Ice Cream",2019,"RT Nagar, Bangalore",13.02643107,77.60401681
1311,R464, Beverages,The Bangalore Creamery,4,200,"Ice Cream, Desserts, Beverages, Shake, Waffle",1203,"Indiranagar, Bangalore",12.96015902,77.64534228
1312,R467, Continental,Burnout Cafe,3.3,100,"Cafe, Beverages, Continental, Italian, Chinese, Fast Food, Asian, Desserts",81,"Infantry Road, Bangalore",12.97977577,77.60372043
1313,R468, Sichuan,Tenzin Kitchen,4.1,100,"Tibetan, Chinese, Sichuan",10800,"Koramangala 7th Block, Bangalore",12.9347115,77.6126542
1314,R469, North Indian,Green Pepper,4,100,"Kerala, Biryani, North Indian, South Indian, Seafood, Chinese, Sichuan",11900,"Jeevan Bhima Nagar, Bangalore",12.96906284,77.64891746
1315,R471, Rajasthani,Roti Sabji.Com,3.4,100,"North Indian, Beverages, Rajasthani, Shake",2043,"BTM, Bangalore",12.91405893,77.61082593
1316,R472, Beverages,The Tea Brewery,4.3,100,"Tea, Fast Food, Beverages",5877,"Koramangala 1st Block, Bangalore",12.92930218,77.6347157
1317,R473, Sichuan,Eliza Momos,3.9,100,"Chinese, Momos, Sichuan",194,"HBR Layout, Bangalore",13.02598161,77.62664493
1318,R477, Chinese,Samovar,3.9,150,"Kerala, South Indian, Chinese",4499,"Kammanahalli, Bangalore",13.0180364,77.63616979
1319,R478, Fast Food,Richie Rich,4.2,150,"Desserts, Beverages, Fast Food, Ice Cream, Shake",4072,"Race Course Road, Bangalore",12.98683423,77.58000903
1320,R480, Fast Food,Cafe Azzure,4,150,"Cafe, Continental, Fast Food, Italian, Mexican, Beverages, Desserts",562,"MG Road, Bangalore",12.97530242,77.60758247
1321,R481, Sandwich,Gullu's Chat,3.9,150,"Fast Food, Street Food, Sandwich, Pizza, Desserts, Beverages",8131,"Seshadripuram, Bangalore",12.99249882,77.57832259
1322,R482, Chinese,Simpli Namdhari's,3.1,150,"Asian, Fast Food, Chinese, North Indian, Beverages, Salad",43,"Brigade Road, Bangalore",12.97032532,77.60995217
1323,R483, South Indian,Aramane Donne Biriyani,4.1,150,"Biryani, North Indian, South Indian, Andhra, Seafood, Chinese",1949,"Koramangala 8th Block, Bangalore",12.94176085,77.6155654
1324,R484, Biryani,Thottathil Food House,3.7,150,"Kerala, South Indian, Biryani, Shake, Juices, Beverages",9958,"BTM, Bangalore",12.92663829,77.61508729
1325,R485, Shake,Giani Ice Creams,3.9,150,"Ice Cream, Desserts, Shake, Beverages",451,"Koramangala 5th Block, Bangalore",12.93428677,77.61647969
1326,R487, Chinese,Karavali Family Restaurant,4,150,"Mangalorean, Biryani, Chinese, South Indian, Mughlai, Seafood, North Indian",1216,"Brigade Road, Bangalore",12.9729775,77.60928199
1327,R488, North Indian,Taj Hotel,4,150,"Chinese, South Indian, North Indian, Mughlai",2023,"Shivajinagar, Bangalore",12.98534251,77.6072016
1328,R489, Mughlai,Sheesh Kebab,3.9,250,"Kebab, Iranian, Mughlai, Biryani, Rolls, Desserts",2179,"Frazer Town, Bangalore",13.00038506,77.61661381
1329,R490, Biryani,Church Street Social,4,250,"North Indian, Chinese, Biryani, Pasta, Burger, Pizza, Kebab",1358,"Church Street, Bangalore",12.97546709,77.60255568
1330,R491, Healthy Food,No Sugar Please!,4.4,250,"Beverages, Juices, Healthy Food",1981,"Hosur Road, Bangalore",12.93135727,77.60775581
1331,R492, Waffle,Art of Delight,4.3,250,"Ice Cream, Desserts, Waffle, Beverages",1074,"Residency Road, Bangalore",12.97342805,77.60929875
1332,R493, Desserts,The Sip Shop,3.8,250,"Fast Food, Ice Cream, Desserts, Beverages, Shake",1147,"City Market, Bangalore",12.9578493,77.5658143
1333,R494, Shake,Say Cheese Cake,4.1,250,"Bakery, Desserts, Shake",2588,"Koramangala 6th Block, Bangalore",12.93709599,77.62468793
1334,R497, Desserts,The Chaat Cult,3.3,250,"Street Food, North Indian, Desserts",144,"Basavanagudi, Bangalore",12.949113,77.574284
1335,R499, Seafood,OOttupura,4.2,250,"Kerala, South Indian, Seafood, Chinese",3267,"BTM, Bangalore",12.92673306,77.6157897
1336,R500, Lebanese,VFC Food Palace,4.1,250,"North Indian, Chinese, Lebanese, Biryani, Fast Food, Sichuan",644,"RT Nagar, Bangalore",13.03256708,77.60875594
1337,R502, Sandwich,Zwarma,3.5,100,"Shawarma, Rolls, Sandwich, Burger, Fast Food",21,"Domlur, Bangalore",12.96747,77.636527
1338,R504, Chinese,Odia Khaiba,3.8,100,"Odia, North Indian, Chinese, Seafood, Sichuan",1321,"Old Airport Road, Bangalore",12.95953921,77.64593571
1339,R505, Juices,Sabari Juice Junction,4.1,100,"Beverages, Sandwich, Juices, Shake",3997,"Jeevan Bhima Nagar, Bangalore",12.96860956,77.64881104
1340,R510, Beverages,PVR Caf̩,3.5,100,"Fast Food, Momos, Beverages",79,"Nexus, Koramangala, Bangalore",12.93422893,77.61117831
1341,R511, Seafood,Savitha Family Restaurant,3.7,100,"North Indian, Chinese, Seafood, Mughlai, Desserts, Beverages, Sichuan",21000,"Koramangala 4th Block, Bangalore",12.93554646,77.62855668
1342,R512, Coffee,Hatti Kaapi,3.5,100,"Beverages, Fast Food, Coffee",889,"Basavanagudi, Bangalore",12.94766435,77.57976696
1343,R513, Rolls,Big Chicken,4.1,150,"Burger, Sandwich, Rolls, Wraps, Beverages, Shake",2695,"Kammanahalli, Bangalore",13.0198088,77.636773
1344,R514, Chinese,Sarangi,3.4,150,"North Indian, South Indian, Chinese, Biryani",51,"Rajajinagar, Bangalore",13.0043889,77.5493712
1345,R515, Desserts,Starboy Pizza & Shakes,3.2,150,"Pizza, Italian, Desserts, Beverages",59,"Koramangala 7th Block, Bangalore",12.93634378,77.615929
1346,R516, Chinese,Mini Samrat Chalukya,4.1,150,"South Indian, North Indian, Chinese",1574,"Vasanth Nagar, Bangalore",12.99295685,77.59544715
1347,R517, Ice Cream,S M V Snacks Corner,4.1,150,"Fast Food, Street Food, Ice Cream, Desserts, Sichuan",432,"Basavanagudi, Bangalore",12.94900991,77.57438343
1348,R0, Chinese,Le Arabia Restaurant,3.5,250,"Arabian, Biryani, North Indian, Chinese, Fast Food, Sichuan",1892,"Vijay Nagar, Bangalore",12.95976857,77.53175978
1349,R3, Italian,Truffles,4.3,250,"Burger, American, Bakery, Italian, Oriental, Continental, Beverages, Desserts",1822,"St. Marks Road, Bangalore",12.97192841,77.60106303
1350,R5, Mithai,Falahaar & Kota Kachori,3.9,250,"North Indian, Rajasthani, Fast Food, Mithai, Beverages, Desserts",80800,"Koramangala 7th Block, Bangalore",12.9345831,77.6125063
1351,R6, Mughlai,Salt - Indian Restaurant Bar & Grill,4.1,250,"North Indian, BBQ, Biryani, Mughlai, Seafood, Beverages, Desserts",84,"UB City, Bangalore",12.97158655,77.5960585
1352,R7, Mughlai,Sultan - Palace Darbar Restaurant,3.4,250,"North Indian, Chinese, Arabian, Mughlai",15900,"Nagawara, Bangalore",13.01911862,77.61870492
1353,R8, Fast Food,Domino's Pizza,3.9,250,"Pizza, Italian, Pasta, Fast Food, Desserts",8977,"Shanti Nagar, Bangalore",12.96203938,77.60159276
1354,R9, Beverages,Pizza Hut,3.8,200,"Pizza, Fast Food, Desserts, Beverages",4528,"Shanti Nagar, Bangalore",12.96232527,77.59910099
1355,R10, Desserts,KFC,3.7,200,"Burger, Fast Food, Biryani, Desserts, Beverages",468,"Brigade Road, Bangalore",12.97325955,77.60750703
1356,R11, Chinese,Empire Restaurant,4.1,200,"North Indian, Biryani, Kebab, Chinese, South Indian, Mughlai, Beverages",16900,"Shivajinagar, Bangalore",12.97991952,77.60268677
1357,R12, Beverages,Burger King,4,200,"Burger, Fast Food, Desserts, Beverages",10500,"Commercial Street, Bangalore",12.98271712,77.60660548
1358,R13, Seafood,Meghana Foods,4.3,200,"Biryani, Andhra, North Indian, Seafood",23500,"Residency Road, Bangalore",12.97310133,77.60923974
1359,R16, Street Food,Leon's Burgers & Wings,4.2,200,"Burger, Fast Food, Wraps, Street Food, Beverages",3582,"Frazer Town, Bangalore",12.99772551,77.61095837
1360,R17, Fast Food,Onesta,4,200,"Pizza, Pasta, Sandwich, Fast Food, Desserts, Beverages",56,"Mantri Square, Malleshwaram, Bangalore",12.9915865,77.5705801
1361,R20, Chinese,Al-Bek,4.1,200,"Mughlai, Arabian, North Indian, Chinese, Seafood",34400,"Malleshwaram, Bangalore",12.99435705,77.57158186
1362,R22, Chinese,A2B - Adyar Ananda Bhavan,4.2,200,"South Indian, Street Food, North Indian, Chinese, Fast Food, Beverages, Desserts",801,"Shanti Nagar, Bangalore",12.9544136,77.5930683
1363,R24, Chinese,Nandhana Palace,4.1,200,"Biryani, Andhra, North Indian, Chinese, Mughlai, South Indian, Desserts, Beverages",8481,"Indiranagar, Bangalore",12.96213054,77.64194693
1364,R25, Lebanese,Thalassery Restaurant,4,200,"Kerala, North Indian, Chinese, Lebanese, Biryani, Ice Cream, Beverages",9178,"Kammanahalli, Bangalore",13.01504876,77.6315745
1365,R27, Rolls,Goli Vada Pav No. 1,4.2,200,"Fast Food, Street Food, Maharashtrian, Rolls, Ice Cream",1117,"Jayanagar, Bangalore",12.93933465,77.58401893
1366,R28, Mughlai,Kabab Magic,4.2,200,"North Indian, Kebab, Hyderabadi, Mughlai, Chinese, Rolls",45200,"Basavanagudi, Bangalore",12.94006366,77.57994667
1367,R30, Burger,FreshMenu,3.9,200,"Continental, Healthy Food, Fast Food, Burger, Sandwich, Chinese, Pasta, Beverages",19200,"Richmond Road, Bangalore",12.964423,77.60589
1368,R35, Desserts,MOJO Pizza - 2X Toppings,4.4,250,"Pizza, Italian, Fast Food, Desserts, Beverages",390,"Shanti Nagar, Bangalore",12.961168,77.598239
1369,R39, Burger,EatFit,3.9,250,"Healthy Food, North Indian, Pizza, Burger, Pasta, Biryani, Chinese, Beverages",2098,"Cunningham Road, Bangalore",12.986283,77.594839
1370,R40, Burger,Big Bite,4.2,250,"Fast Food, Chinese, Street Food, Burger, Pizza, Beverages, Ice Cream",17700,"Vijay Nagar, Bangalore",12.96748498,77.53583372
1371,R41, Salad,Subway,3.7,250,"Healthy Food, Sandwich, Wraps, Salad, Fast Food, Desserts",1210,"UB City, Bangalore",12.97180948,77.59619884
1372,R42, Desserts,Faasos - Wraps & Rolls,3.9,250,"Rolls, Fast Food, Wraps, Desserts",868,"Shanti Nagar, Bangalore",12.9618966,77.59435851
1373,R43, Desserts,Anand Sweets And Savouries,4.3,250,"Mithai, Street Food, Beverages, Desserts",2267,"Commercial Street, Bangalore",12.98164454,77.60982279
1374,R45, North Indian,Nandhini Deluxe,4,250,"Andhra, Biryani, South Indian, North Indian, Chinese, Mughlai, Desserts, Beverages",2867,"St. Marks Road, Bangalore",12.97177485,77.60091349
1375,R46, Afghan,Sharief Bhai,4.1,250,"Biryani, Mughlai, Kebab, Afghan, Street Food, Beverages, Desserts",8135,"Frazer Town, Bangalore",12.9968193,77.61404391
1376,R49, Arabian,Kannur Food Point,3.7,250,"Kerala, Chinese, South Indian, Arabian, Juices, Beverages, Shake",51300,"BTM, Bangalore",12.93133766,77.60813367
1377,R50, Chinese,Imperial Restaurant,4,250,"Mughlai, North Indian, Biryani, Chinese, Seafood, Ice Cream, Desserts, Beverages",6016,"Residency Road, Bangalore",12.97134292,77.60578506
1378,R51, Sandwich,Sri Udupi Food Hub,4.2,250,"South Indian, North Indian, Chinese, Sandwich, Street Food, Ice Cream, Shake, Beverages",516,"Majestic, Bangalore",12.97813724,77.57977707
1379,R52, Ice Cream,Lassi Shop,3.1,250,"Beverages, Shake, Juices, Ice Cream, Desserts, Burger, Fast Food",45,"Residency Road, Bangalore",12.967382,77.599929
1380,R54, Fast Food,Chai Point,4,250,"Tea, Beverages, Shake, Fast Food, Rolls, Desserts, Coffee",1772,"Church Street, Bangalore",12.97458691,77.60661118
1381,R55, Arabian,Kannur Food Kitchen,3.7,250,"South Indian, Biryani, Chinese, Arabian, Beverages, Shake",20500,"BTM, Bangalore",12.9238006,77.611265
1382,R57, Seafood,Beijing Bites,4.1,250,"Chinese, Asian, Thai, Seafood, Malaysian",4146,"Richmond Road, Bangalore",12.96549815,77.60135472
1383,R61, Lucknowi,Behrouz Biryani,4.3,250,"Biryani, Kebab, Hyderabadi, Lucknowi",501,"Shanti Nagar, Bangalore",12.96190215,77.59432264
1384,R62, Wraps,Meat And Eat,3.9,250,"Burger, Sandwich, Fast Food, Wraps, Biryani, Beverages, Desserts",2431,"Domlur, Bangalore",12.96136456,77.6373611
1385,R63, Fast Food,Paakashala,4.2,250,"South Indian, Street Food, Chinese, Fast Food, Ice Cream, Beverages",1489,"MG Road, Bangalore",12.97494238,77.60797475
1386,R64, Beverages,The Belgian Waffle Co.,4.1,250,"Waffle, Pancake, Desserts, Beverages",716,"Seshadripuram, Bangalore",12.98893393,77.57782403
1387,R66, Desserts,Andhra Gunpowder,4.4,250,"Andhra, Biryani, South Indian, Desserts, Beverages, Hyderabadi",561,"Seshadripuram, Bangalore",12.98681,77.579384
1388,R67, North Indian,Ambur Star Briyani Since 1890,4.3,250,"Biryani, Chettinad, Chinese, North Indian",6992,"Indiranagar, Bangalore",12.97737248,77.63647791
1389,R68, North Indian,Kolkata Kathi Rolls,3.9,250,"Rolls, Biryani, Chinese, North Indian, Sichuan",13400,"JP Nagar, Bangalore",12.91392821,77.58600812
1390,R71, Ice Cream,"Frozen Bottle - Milkshakes, Desserts and Ice Cream",4,150,"Beverages, Shake, Desserts, Ice Cream",837,"Brigade Road, Bangalore",12.972896,77.607299
1391,R72, Continental,Glen's Bakehouse,4.3,150,"Bakery, Cafe, Italian, Continental, Fast Food, Beverages, Desserts",5376,"Lavelle Road, Bangalore",12.96982922,77.59748127
1392,R75, Beverages,Sri Udupi Park,4.2,150,"South Indian, Chinese, Street Food, Beverages, North Indian, Shake",7960,"Residency Road, Bangalore",12.97305363,77.60916095
1393,R76, Chinese,Krishna Vaibhava,4.2,150,"South Indian, North Indian, Mithai, Chinese, Biryani",21200,"Vijay Nagar, Bangalore",12.96740362,77.53578041
1394,R77, Chinese,Dindigul Thalappakatti,3.9,150,"Biryani, North Indian, South Indian, Chinese, Seafood, Beverages",2559,"MG Road, Bangalore",12.97225382,77.61873141
1395,R78, Beverages,RNR Biryani - Taste Of 1953,4.3,150,"Biryani, South Indian, Desserts, Beverages, Andhra",1912,"Jayanagar, Bangalore",12.92866203,77.5825065
1396,R79, Indonesian,Call Me Chow,4.2,150,"Chinese, Japanese, Thai, Indonesian, Asian",11400,"Koramangala 8th Block, Bangalore",12.94404979,77.61733599
1397,R82, Fast Food,Royal Biryani Kitchen,3.4,200,"Biryani, North Indian, Mughlai, Fast Food, Beverages, Sichuan",33300,"BTM, Bangalore",12.9240083,77.6126
1398,R86, Desserts,Kaati Zone Rolls and Wraps,3.7,200,"Rolls, Wraps, Fast Food, Desserts, Shake, Beverages",365,"Vasanth Nagar, Bangalore",12.99221395,77.59427704
1399,R87, Sichuan,Vijayalakshmi Veg,4,200,"South Indian, Chinese, North Indian, Sichuan",16300,"Frazer Town, Bangalore",13.00091788,77.61280071
1400,R90, Street Food,Hari Super Sandwich,3.8,200,"Sandwich, Pizza, Fast Food, Street Food",224,"Seshadripuram, Bangalore",12.988782,77.57753
1401,R91, Mughlai,Moriz Nano Restaurant,3.5,200,"North Indian, Chinese, Arabian, Mughlai, Fast Food, Beverages, Shake",1255,"Ulsoor, Bangalore",12.98757029,77.61894934
1402,R92, Pizza,Smoor,4.1,200,"Asian, Italian, Salad, Pizza, Sandwich, Burger, Desserts, Beverages",169,"Lavelle Road, Bangalore",12.97309398,77.60033591
1403,R95, Sandwich,Savi Sagar,3.8,200,"North Indian, South Indian, Chinese, Sandwich, Street Food, Ice Cream, Juices, Beverages",20600,"Malleshwaram, Bangalore",12.99647268,77.5636794
1404,R96, Chinese,Shanmukha,4.1,200,"Biryani, Andhra, North Indian, Chinese, Seafood",56900,"JP Nagar, Bangalore",12.91768863,77.59253528
1405,R97, North Indian,Narmada Chain of Restaurants,4.3,200,"Andhra, Hyderabadi, Biryani, North Indian, Chinese, Beverages",467,"Frazer Town, Bangalore",13.0007846,77.61435941
1406,R99, Biryani,BOX8 - Desi Meals,4.2,200,"Wraps, North Indian, Fast Food, Biryani, Ice Cream, Desserts, Beverages",769,"Shanti Nagar, Bangalore",12.961168,77.598239
1407,R100, Continental,The Pizza Bakery,4.3,200,"Pizza, Pasta, Italian, Continental, Desserts, Beverages",1198,"Church Street, Bangalore",12.975156,77.604557
