Index,Restaurant_id,C,Name,Ratings,Price for one,Cuisines,Delivery_reviews_Count,Restaurant_address,Latitude,Longtitude
437,R437,South Indian,Shiv Sagar,3.6,200,"South Indian, North Indian, Oriental, Street Food, Desserts, Beverages, Shake",307,"Banaswadi, Bangalore",13.00214294,77.63314325
438,R438,Fast Food,BigBites,4,200,"Fast Food, Momos, Street Food",6,"Seshadripuram, Bangalore",12.98681,77.579384
439,R439,Rolls,Kolkata Famous Kati Roll,4.1,200,Rolls,2251,"Basaveshwara Nagar, Bangalore",12.98539217,77.54512891
440,R440,Street Food,Bangarpete Chats,3.6,200,Street Food,455,"Basaveshwara Nagar, Bangalore",13.00664553,77.5411626
441,R441,Cafe,Boba Tree,3.7,250,"Cafe, Beverages, Bubble Tea, Pizza, Burger, Fast Food, Desserts",501,"Indiranagar, Bangalore",12.97895801,77.64090255
442,R442,Andhra,Nagarjuna Chimney,4.3,250,"Andhra, Biryani, North Indian, Beverages",2193,"Jayanagar, Bangalore",12.93286467,77.58416075
443,R443,South Indian,Akram Hotel,3.3,250,"South Indian, Biryani, Mughlai",421,"Kumaraswamy Layout, Bangalore",12.91700661,77.56827336
444,R444,Cafe,Vinny's,3.8,250,"Cafe, Italian, Continental, Pizza, Beverages, Desserts",3303,"Banashankari, Bangalore",12.92437468,77.56477509
445,R445,North Indian,Click & Orders,3.8,250,"North Indian, Chinese, Fast Food",307,"Koramangala 2nd Block, Bangalore",12.924244,77.61749
446,R446,North Indian,Ghee Tadka Khichdi,4,250,North Indian,38,"Seshadripuram, Bangalore",12.98681,77.579384
447,R447,South Indian,Hotel Sanman,4.3,250,South Indian,2417,"Basavanagudi, Bangalore",12.93726722,77.58007608
448,R448,Biryani,Ambur Dum Biryani,3.7,250,"Biryani, Beverages",2225,"Indiranagar, Bangalore",12.982043,77.639148
449,R449,Bakery,Iyengars Bakery,4.1,250,"Bakery, Desserts, Mithai, Fast Food",619,"Vijay Nagar, Bangalore",12.96464212,77.53167026
450,R450,North Indian,Royal Treat,4.1,250,"North Indian, Chinese, Biryani",5955,"Koramangala 5th Block, Bangalore",12.93352965,77.61575952
451,R451,Arabian,Karama Restaurant,3.9,250,"Arabian, Mughlai, Seafood, North Indian, Kashmiri, Biryani, Desserts",15600,"Frazer Town, Bangalore",12.99971438,77.61597678
452,R452,Momos,Khaomomo,4.2,250,"Momos, Chinese, Tibetan",398,"Domlur, Bangalore",12.9610945,77.63510562
453,R453,Desserts,Lakeview Milkbar,4.1,200,"Desserts, Cafe, Fast Food, Sandwich, Burger, Ice Cream, Shake",1029,"MG Road, Bangalore",12.97589312,77.6037962
454,R454,Rolls,Rolls & Bowls Company,3.6,200,"Rolls, North Indian, Chinese, Fast Food, Sichuan",41,"Hosur Road, Bangalore",12.93520923,77.60948238
455,R455,Bakery,Carols Pastries & Bakers,4,200,"Bakery, Desserts",490,"Vasanth Nagar, Bangalore",12.99260533,77.59205583
456,R456,Chinese,1522 - The Pub,4.1,200,"Chinese, North Indian, Continental, Finger Food, Seafood, Beverages",208,"Residency Road, Bangalore",12.97306539,77.60894537
457,R457,North Indian,Savji's Roll 'N' Biryani,4,200,"North Indian, Chinese, South Indian, Rolls, Biryani, Sandwich, Burger, Fast Food",15600,"Vijay Nagar, Bangalore",12.97159548,77.54694175
458,R458,Beverages,Lassi Shop,3.7,200,"Beverages, Juices, Desserts, Ice Cream",2019,"RT Nagar, Bangalore",13.02643107,77.60401681
459,R459,North Indian,Ande Ka Funda,4.2,200,"North Indian, Rolls",2339,"JP Nagar, Bangalore",12.91156808,77.57846475
460,R460,South Indian,Shrinidhi Military Hotel,3.8,200,"South Indian, Biryani",3276,"Basavanagudi, Bangalore",12.93680223,77.5760806
461,R461,Mithai,New Agarwal Bhavan,4.1,200,"Mithai, Street Food",315,"Sanjay Nagar, Bangalore",13.02891157,77.5789331
462,R462,Street Food,Bangarpet Chats,4.2,200,Street Food,448,"BTM, Bangalore",12.91405893,77.61054732
463,R463,South Indian,Veena Stores,4.4,200,South Indian,23900,"Malleshwaram, Bangalore",13.00577494,77.56913267
464,R464,Ice Cream,The Bangalore Creamery,4,200,"Ice Cream, Desserts, Beverages, Shake, Waffle",1203,"Indiranagar, Bangalore",12.96015902,77.64534228
465,R465,Bakery,7th Heaven,3.7,100,"Bakery, Desserts",41,"Basaveshwara Nagar, Bangalore",12.98639384,77.54128397
466,R466,North Indian,NH8,3.9,100,"North Indian, Beverages",2425,"Indiranagar, Bangalore",12.97320163,77.6468081
467,R467,Cafe,Burnout Cafe,3.3,100,"Cafe, Beverages, Continental, Italian, Chinese, Fast Food, Asian, Desserts",81,"Infantry Road, Bangalore",12.97977577,77.60372043
468,R468,Tibetan,Tenzin Kitchen,4.1,100,"Tibetan, Chinese, Sichuan",10800,"Koramangala 7th Block, Bangalore",12.9347115,77.6126542
469,R469,Kerala,Green Pepper,4,100,"Kerala, Biryani, North Indian, South Indian, Seafood, Chinese, Sichuan",11900,"Jeevan Bhima Nagar, Bangalore",12.96906284,77.64891746
470,R470,Fast Food,Thalassery Cafe,3.6,100,"Fast Food, Street Food",282,"Kammanahalli, Bangalore",13.01506738,77.63182964
471,R471,North Indian,Roti Sabji.Com,3.4,100,"North Indian, Beverages, Rajasthani, Shake",2043,"BTM, Bangalore",12.91405893,77.61082593
472,R472,Tea,The Tea Brewery,4.3,100,"Tea, Fast Food, Beverages",5877,"Koramangala 1st Block, Bangalore",12.92930218,77.6347157
473,R473,Chinese,Eliza Momos,3.9,100,"Chinese, Momos, Sichuan",194,"HBR Layout, Bangalore",13.02598161,77.62664493
474,R474,South Indian,SGS Non Veg - Gundu Pulav,4.6,100,South Indian,3755,"City Market, Bangalore",12.97026,77.572965
475,R475,Momos,Mad On Momos,4.1,100,Momos,115,"Banashankari, Bangalore",12.93844226,77.55509432
476,R476,Desserts,Kunafa World,4.5,100,Desserts,1225,"Sanjay Nagar, Bangalore",13.02828284,77.57167406
477,R477,Kerala,Samovar,3.9,150,"Kerala, South Indian, Chinese",4499,"Kammanahalli, Bangalore",13.0180364,77.63616979
478,R478,Desserts,Richie Rich,4.2,150,"Desserts, Beverages, Fast Food, Ice Cream, Shake",4072,"Race Course Road, Bangalore",12.98683423,77.58000903
479,R479,Burger,Wat-a-Burger! - India ka Burger,3.6,150,"Burger, Shake",76,"Koramangala 5th Block, Bangalore",12.9325925,77.6135078
480,R480,Cafe,Cafe Azzure,4,150,"Cafe, Continental, Fast Food, Italian, Mexican, Beverages, Desserts",562,"MG Road, Bangalore",12.97530242,77.60758247
481,R481,Fast Food,Gullu's Chat,3.9,150,"Fast Food, Street Food, Sandwich, Pizza, Desserts, Beverages",8131,"Seshadripuram, Bangalore",12.99249882,77.57832259
482,R482,Asian,Simpli Namdhari's,3.1,150,"Asian, Fast Food, Chinese, North Indian, Beverages, Salad",43,"Brigade Road, Bangalore",12.97032532,77.60995217
483,R483,Biryani,Aramane Donne Biriyani,4.1,150,"Biryani, North Indian, South Indian, Andhra, Seafood, Chinese",1949,"Koramangala 8th Block, Bangalore",12.94176085,77.6155654
484,R484,Kerala,Thottathil Food House,3.7,150,"Kerala, South Indian, Biryani, Shake, Juices, Beverages",9958,"BTM, Bangalore",12.92663829,77.61508729
485,R485,Ice Cream,Giani Ice Creams,3.9,150,"Ice Cream, Desserts, Shake, Beverages",451,"Koramangala 5th Block, Bangalore",12.93428677,77.61647969
486,R486,Lebanese,Oh My Shawarma,4,150,Lebanese,595,"Koramangala 6th Block, Bangalore",12.93648102,77.62508757
487,R487,Mangalorean,Karavali Family Restaurant,4,150,"Mangalorean, Biryani, Chinese, South Indian, Mughlai, Seafood, North Indian",1216,"Brigade Road, Bangalore",12.9729775,77.60928199
488,R488,Chinese,Taj Hotel,4,150,"Chinese, South Indian, North Indian, Mughlai",2023,"Shivajinagar, Bangalore",12.98534251,77.6072016
489,R489,Kebab,Sheesh Kebab,3.9,250,"Kebab, Iranian, Mughlai, Biryani, Rolls, Desserts",2179,"Frazer Town, Bangalore",13.00038506,77.61661381
490,R490,North Indian,Church Street Social,4,250,"North Indian, Chinese, Biryani, Pasta, Burger, Pizza, Kebab",1358,"Church Street, Bangalore",12.97546709,77.60255568
491,R491,Beverages,No Sugar Please!,4.4,250,"Beverages, Juices, Healthy Food",1981,"Hosur Road, Bangalore",12.93135727,77.60775581
492,R492,Ice Cream,Art of Delight,4.3,250,"Ice Cream, Desserts, Waffle, Beverages",1074,"Residency Road, Bangalore",12.97342805,77.60929875
493,R493,Fast Food,The Sip Shop,3.8,250,"Fast Food, Ice Cream, Desserts, Beverages, Shake",1147,"City Market, Bangalore",12.9578493,77.5658143
494,R494,Bakery,Say Cheese Cake,4.1,250,"Bakery, Desserts, Shake",2588,"Koramangala 6th Block, Bangalore",12.93709599,77.62468793
495,R495,Seafood,Karnataka State Co-Operative Fisheries Federation Mysore,4,250,Seafood,1130,"Jayanagar, Bangalore",12.933177,77.580409
496,R496,North Eastern,Mizo Kitchen,4.1,250,"North Eastern, Chinese",1206,"Koramangala 5th Block, Bangalore",12.93324797,77.6230159
497,R497,Street Food,The Chaat Cult,3.3,250,"Street Food, North Indian, Desserts",144,"Basavanagudi, Bangalore",12.949113,77.574284
498,R498,Healthy Food,Prezzed Juicery,4.5,250,"Healthy Food, Juices",253,"Old Airport Road, Bangalore",12.960068,77.643631
499,R499,Kerala,OOttupura,4.2,250,"Kerala, South Indian, Seafood, Chinese",3267,"BTM, Bangalore",12.92673306,77.6157897
500,R500,North Indian,VFC Food Palace,4.1,250,"North Indian, Chinese, Lebanese, Biryani, Fast Food, Sichuan",644,"RT Nagar, Bangalore",13.03256708,77.60875594
501,R501,Bakery,The Pastry House,4.1,100,Bakery,809,"Wilson Garden, Bangalore",12.94796725,77.59711314
502,R502,Shawarma,Zwarma,3.5,100,"Shawarma, Rolls, Sandwich, Burger, Fast Food",21,"Domlur, Bangalore",12.96747,77.636527
503,R503,Mithai,Mane Holige,4.6,100,Mithai,234,"Koramangala 6th Block, Bangalore",12.9370412,77.6247075
504,R504,Odia,Odia Khaiba,3.8,100,"Odia, North Indian, Chinese, Seafood, Sichuan",1321,"Old Airport Road, Bangalore",12.95953921,77.64593571
505,R505,Beverages,Sabari Juice Junction,4.1,100,"Beverages, Sandwich, Juices, Shake",3997,"Jeevan Bhima Nagar, Bangalore",12.96860956,77.64881104
506,R506,Biryani,Awesome Foods,4,100,"Biryani, North Indian",1582,"BTM, Bangalore",12.92081012,77.61334855
507,R507,Mithai,The Baklava Company,4,100,"Mithai, Desserts",48,"MG Road, Bangalore",12.97332382,77.62018081
508,R508,Mithai,Santhanam Sweets & Savouries,4.4,100,"Mithai, Street Food",1127,"Commercial Street, Bangalore",12.98382628,77.60872744
509,R509,South Indian,Ashirvaad Grand,4.1,100,"South Indian, Beverages",3881,"BTM, Bangalore",12.92555077,77.60873348
510,R510,Fast Food,PVR Caf̩,3.5,100,"Fast Food, Momos, Beverages",79,"Nexus, Koramangala, Bangalore",12.93422893,77.61117831
511,R511,North Indian,Savitha Family Restaurant,3.7,100,"North Indian, Chinese, Seafood, Mughlai, Desserts, Beverages, Sichuan",21000,"Koramangala 4th Block, Bangalore",12.93554646,77.62855668
512,R512,Beverages,Hatti Kaapi,3.5,100,"Beverages, Fast Food, Coffee",889,"Basavanagudi, Bangalore",12.94766435,77.57976696
513,R513,Burger,Big Chicken,4.1,150,"Burger, Sandwich, Rolls, Wraps, Beverages, Shake",2695,"Kammanahalli, Bangalore",13.0198088,77.636773
514,R514,North Indian,Sarangi,3.4,150,"North Indian, South Indian, Chinese, Biryani",51,"Rajajinagar, Bangalore",13.0043889,77.5493712
